quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.21,0.19,0.02,0.105299994
2025-03-31,0.19,0.18,0.01,0.0556
2024-12-31,0.17,0.17,0.0,0.0
2024-09-30,0.17,0.16667,0.0,0.02
