GradeDate,Firm,ToGrade,FromGrade,Action
2024-05-10 16:16:01,Benchmark,Buy,Buy,main
2024-05-10 13:57:56,B. Riley Securities,Buy,Buy,main
2024-04-15 14:06:53,B. Riley Securities,Buy,Buy,main
2024-03-12 13:45:39,B. Riley Securities,Buy,Buy,main
2024-03-11 11:53:42,Benchmark,Buy,Buy,main
2024-02-13 16:08:08,B. Riley Securities,Buy,Buy,main
2024-01-16 16:18:51,UBS,Neutral,,init
2023-12-07 13:39:47,Benchmark,Buy,Buy,main
2023-11-09 19:08:26,BMO Capital,Market Perform,Market Perform,main
2023-10-18 16:59:29,Benchmark,Buy,Buy,main
2023-10-04 19:27:43,Jefferies,Buy,Buy,main
2023-09-27 16:20:23,B. Riley Securities,Buy,Buy,main
2023-08-10 15:31:51,Benchmark,Buy,Buy,main
2023-08-10 12:51:12,B. Riley Securities,Buy,Buy,main
2023-06-26 15:54:45,B. Riley Securities,Buy,Buy,main
