,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.000366,0.0,0.021338,0.0525,0.000179
Net Income From Continuing Operation Net Minority Interest,27316000.0,-42705000.0,5458000.0,-379000.0,22378000.0
Net Interest Income,26244000.0,28396000.0,26120000.0,29839000.0,30090000.0
Interest Expense,22637000.0,22998000.0,25244000.0,23551000.0,23773000.0
Interest Income,48881000.0,51394000.0,51364000.0,53390000.0,53863000.0
Normalized Income,27316000.0,-42705000.0,5458000.0,-379000.0,22378000.0
Net Income From Continuing And Discontinued Operation,27316000.0,-42705000.0,5458000.0,-379000.0,22378000.0
Diluted Average Shares,52628784.0,53073211.0,53268577.0,53439316.0,53595624.0
Basic Average Shares,52628784.0,53073211.0,53268577.0,53439316.0,53595624.0
Diluted EPS,0.52,-0.8,0.1,-0.01,0.42
Basic EPS,0.52,-0.8,0.1,-0.01,0.42
Diluted NI Availto Com Stockholders,27316000.0,-42705000.0,5458000.0,-379000.0,22378000.0
Net Income Common Stockholders,27316000.0,-42705000.0,5458000.0,-379000.0,22378000.0
Net Income,27316000.0,-42705000.0,5458000.0,-379000.0,22378000.0
Net Income Including Noncontrolling Interests,27316000.0,-42705000.0,5458000.0,-379000.0,22378000.0
Net Income Continuous Operations,27316000.0,-42705000.0,5458000.0,-379000.0,22378000.0
Tax Provision,10000.0,0.0,119000.0,-21000.0,4000.0
Pretax Income,27326000.0,-42705000.0,5577000.0,-400000.0,22382000.0
Gain On Sale Of Security,-32376000.0,2294000.0,-2238000.0,3938000.0,-20277000.0
Operating Expense,2589000.0,3115000.0,3120000.0,3039000.0,2905000.0
Other Operating Expenses,125000.0,119000.0,120000.0,121000.0,124000.0
Selling General And Administration,2464000.0,2996000.0,3000000.0,2918000.0,2781000.0
General And Administrative Expense,2464000.0,2996000.0,3000000.0,2918000.0,2781000.0
Total Revenue,29915000.0,-39590000.0,8697000.0,2639000.0,25287000.0
Operating Revenue,29915000.0,-39590000.0,8697000.0,2639000.0,25287000.0
