quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,3.78,3.56258,0.22,0.061
2025-03-31,3.39,3.27836,0.11,0.0341
2024-12-31,3.54,3.29844,0.24,0.0732
2024-09-30,3.39,3.41308,-0.02,-0.0068
