GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-24 18:37:14,Macquarie,Outperform,Outperform,main
2024-07-24 18:15:23,Citigroup,Buy,Buy,main
2024-07-24 17:27:15,RBC Capital,Outperform,Outperform,main
2024-07-24 14:38:38,JP Morgan,Overweight,Overweight,main
2024-07-24 14:07:58,Jefferies,Buy,Buy,main
2024-07-24 13:49:45,TD Cowen,Buy,Buy,main
2024-07-24 11:21:32,Morgan Stanley,Overweight,Overweight,main
2024-07-24 09:12:59,Piper Sandler,Overweight,Overweight,main
2024-07-18 14:19:59,JP Morgan,Overweight,Overweight,main
2024-07-10 11:20:42,B of A Securities,Neutral,Buy,down
2024-06-25 16:13:08,Evercore ISI Group,Outperform,Outperform,main
2024-05-13 09:24:46,Piper Sandler,Overweight,,init
2024-05-02 12:08:26,Mizuho,Neutral,Neutral,main
2024-04-24 19:01:45,Macquarie,Outperform,Outperform,main
2024-04-24 17:20:47,RBC Capital,Outperform,Outperform,main
2024-04-24 16:29:53,UBS,Buy,Buy,main
2024-04-24 14:23:32,Citigroup,Buy,Buy,main
2024-04-24 12:16:04,Wedbush,Outperform,Outperform,main
2024-04-24 11:38:13,Oppenheimer,Outperform,Outperform,main
2024-04-17 11:42:48,Baird,Outperform,Outperform,main
2024-04-11 09:19:22,TD Cowen,Buy,,init
2024-03-27 17:40:36,Mizuho,Neutral,Neutral,main
2024-03-27 09:03:04,Redburn Atlantic,Neutral,Buy,down
2024-03-26 14:35:48,Evercore ISI Group,Outperform,Outperform,main
2024-03-08 13:57:35,Jefferies,Buy,Buy,main
2024-03-06 15:10:59,Wells Fargo,Overweight,Overweight,main
2024-01-29 20:22:55,Barclays,Overweight,Overweight,main
2024-01-26 20:47:38,Susquehanna,Positive,Positive,main
2024-01-26 17:10:35,UBS,Buy,Buy,main
2024-01-26 15:48:02,RBC Capital,Outperform,Outperform,main
2024-01-26 14:21:01,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-01-26 13:48:48,Wedbush,Outperform,Outperform,main
2024-01-26 13:01:24,Raymond James,Outperform,Outperform,main
2024-01-18 17:26:28,Mizuho,Neutral,Neutral,main
2024-01-08 09:39:56,Keybanc,Overweight,Overweight,main
2023-12-20 17:26:56,"Monness, Crespi, Hardt",Neutral,,init
2023-12-14 16:13:37,UBS,Buy,Buy,main
2023-12-12 14:36:11,Jefferies,Buy,Buy,main
2023-12-05 10:17:17,BMO Capital,Outperform,,init
2023-10-31 19:03:49,Mizuho,Neutral,Neutral,main
2023-10-30 13:58:30,Barclays,Overweight,Overweight,main
2023-10-25 14:12:15,Wedbush,Outperform,Outperform,reit
2023-10-25 11:48:09,Raymond James,Outperform,Outperform,main
2023-10-18 15:22:49,Oppenheimer,Outperform,Outperform,main
2023-10-18 10:29:09,Keybanc,Overweight,Overweight,main
2023-10-13 10:36:52,HSBC,Hold,,init
2023-10-12 18:46:53,Barclays,Overweight,Overweight,main
2023-10-12 13:03:02,Seaport Global,Neutral,,init
2023-10-09 18:48:40,JP Morgan,Overweight,Overweight,main
2023-09-14 15:37:17,Baird,Outperform,Outperform,reit
2023-08-31 13:54:58,Wedbush,Outperform,Outperform,reit
2023-08-29 13:44:14,Mizuho,Neutral,Neutral,reit
2023-08-22 13:07:38,JP Morgan,Overweight,Overweight,main
2023-07-31 11:27:41,Mizuho,Neutral,Neutral,main
2023-07-26 16:05:48,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2023-07-26 15:27:27,Morgan Stanley,Overweight,Overweight,main
2023-07-26 14:54:04,Susquehanna,Positive,Positive,main
2023-07-26 14:21:46,RBC Capital,Outperform,Outperform,main
2023-07-26 13:56:31,Citigroup,Buy,Buy,main
2023-07-26 13:02:39,Credit Suisse,Outperform,Outperform,main
2023-07-26 12:44:08,Wedbush,Outperform,Outperform,reit
2023-07-26 12:42:21,Wells Fargo,Overweight,Overweight,main
2023-07-26 11:51:14,Raymond James,Outperform,Outperform,main
2023-07-25 17:50:57,B of A Securities,Buy,Buy,main
2023-07-25 11:26:02,Mizuho,Neutral,Neutral,main
2023-07-24 12:35:11,Oppenheimer,Outperform,Outperform,reit
2023-07-24 11:50:24,Barclays,Overweight,Overweight,main
2023-06-20 17:48:45,B of A Securities,Buy,Buy,main
2023-05-31 17:39:58,B of A Securities,Buy,Buy,main
2023-05-31 11:47:48,Wedbush,Outperform,Outperform,reit
2023-04-26 17:37:53,B of A Securities,Buy,Buy,main
2023-04-26 14:56:51,Citigroup,Buy,,main
2023-04-26 14:52:27,Baird,Outperform,,main
2023-04-26 14:29:29,Truist Securities,Buy,,main
2023-04-26 14:18:11,RBC Capital,Outperform,,main
2023-04-26 13:40:50,Raymond James,Outperform,,main
2023-04-26 12:57:13,Morgan Stanley,Overweight,,main
2023-04-26 12:33:39,BMO Capital,Outperform,,main
2023-04-26 12:05:23,Wedbush,Outperform,,reit
2023-04-25 11:24:19,Mizuho,Neutral,Neutral,main
2023-04-24 08:41:53,Keybanc,Overweight,,main
2023-04-19 19:00:00,Bernstein,Outperform,Outperform,main
2023-04-19 12:08:54,Oppenheimer,Outperform,,main
2023-04-17 10:50:14,Citigroup,Buy,,main
2023-04-12 13:29:53,UBS,Buy,Buy,main
2023-03-03 18:31:25,B of A Securities,Buy,Buy,main
2023-02-20 19:52:15,Baird,Outperform,Outperform,main
2023-01-30 13:21:30,Barclays,Overweight,,main
2023-01-30 12:48:14,Mizuho,Neutral,,main
2023-01-27 20:40:23,Citigroup,Buy,Buy,main
2023-01-27 15:42:53,Morgan Stanley,Overweight,,main
2023-01-27 14:27:38,UBS,Buy,Buy,main
2023-01-27 13:42:14,JP Morgan,Overweight,,main
2023-01-27 13:30:59,BMO Capital,Outperform,,main
2023-01-27 12:50:39,Wells Fargo,Overweight,,main
2023-01-27 12:25:42,Raymond James,Outperform,,main
2023-01-27 11:47:57,Credit Suisse,Outperform,,main
2023-01-26 16:11:59,B of A Securities,Buy,Buy,main
2023-01-25 13:39:43,Oppenheimer,Outperform,,main
2023-01-23 12:53:19,Barclays,Overweight,,main
2023-01-20 14:11:19,Truist Securities,Buy,Buy,main
2023-01-19 13:47:52,Baird,Outperform,,main
2023-01-18 13:35:23,Jefferies,Buy,,main
2023-01-09 09:44:01,Keybanc,Overweight,Sector Weight,up
2022-12-15 15:14:50,UBS,Buy,,main
2022-12-02 13:26:50,Wells Fargo,Overweight,,main
2022-11-29 12:53:06,Redburn Partners,Sell,,init
2022-11-25 19:47:01,Baird,Outperform,Outperform,main
2022-10-27 14:31:59,BMO Capital,Outperform,,main
2022-10-27 12:52:19,Barclays,Overweight,,main
2022-10-26 20:23:37,Jefferies,Buy,Buy,main
2022-10-26 14:45:25,Morgan Stanley,Overweight,,main
2022-10-26 13:17:45,Oppenheimer,Outperform,,main
2022-10-26 13:09:51,Truist Securities,Buy,Buy,main
2022-10-26 11:43:41,Citigroup,Buy,,main
2022-10-26 11:36:52,Credit Suisse,Outperform,,main
2022-10-26 10:55:13,JP Morgan,Overweight,Overweight,main
2022-10-19 14:26:09,Jefferies,Buy,,main
2022-10-18 12:06:37,Raymond James,Outperform,,main
2022-10-13 13:56:25,Deutsche Bank,Buy,,main
2022-10-13 12:51:27,Truist Securities,Buy,,main
2022-10-12 11:58:47,Baird,Outperform,,main
2022-10-07 11:43:22,Wells Fargo,Overweight,,main
2022-10-03 14:00:02,Morgan Stanley,Overweight,,main
2022-08-31 18:38:55,Baird,Outperform,Outperform,main
2022-08-31 13:25:19,UBS,Buy,Buy,main
2022-08-16 10:53:44,JP Morgan,Overweight,Overweight,main
2022-08-02 18:42:33,Baird,Outperform,Outperform,main
2022-07-29 13:29:39,Mizuho,Neutral,,main
2022-07-28 12:02:40,BMO Capital,Outperform,,main
2022-07-28 11:49:59,Barclays,Overweight,,main
2022-07-28 09:44:00,Raymond James,Outperform,,main
2022-07-27 13:06:32,Morgan Stanley,Overweight,,main
2022-07-27 12:44:23,RBC Capital,Outperform,Outperform,main
2022-07-27 12:22:37,UBS,Buy,,main
2022-07-27 10:52:04,JP Morgan,Overweight,Overweight,main
2022-07-27 10:38:00,Macquarie,Outperform,,main
2022-07-26 19:37:57,Citigroup,Buy,Buy,main
2022-07-25 12:18:29,Oppenheimer,Outperform,,main
2022-07-22 19:53:09,Credit Suisse,Outperform,Outperform,main
2022-07-13 12:02:16,Wells Fargo,Overweight,,main
2022-07-12 12:43:05,RBC Capital,Outperform,Outperform,main
2022-07-06 10:29:04,Piper Sandler,Overweight,,main
2022-07-01 12:16:54,Mizuho,Neutral,,main
2022-06-30 13:08:09,Truist Securities,Buy,Buy,main
2022-06-28 18:40:42,Baird,Outperform,Outperform,main
2022-05-23 20:18:21,Jefferies,Buy,Buy,main
2022-05-11 18:37:02,Baird,Outperform,Outperform,main
2022-05-02 14:01:00,Barclays,Overweight,,main
2022-05-01 18:25:05,Baird,Outperform,Outperform,main
2022-04-29 09:15:13,Piper Sandler,Neutral,Overweight,down
2022-04-27 18:21:32,Baird,Outperform,Outperform,main
2022-04-27 13:03:11,Morgan Stanley,Overweight,,main
2022-04-27 11:34:16,Credit Suisse,Outperform,,main
2022-04-27 10:46:12,JP Morgan,Overweight,Overweight,main
2022-04-26 12:41:51,RBC Capital,Outperform,Outperform,main
2022-04-25 19:36:35,Citigroup,Buy,Buy,main
2022-04-22 12:40:23,RBC Capital,Outperform,Outperform,main
2022-04-21 12:49:50,Morgan Stanley,Overweight,,main
2022-04-18 18:18:20,Baird,Outperform,Outperform,main
2022-04-04 11:15:19,Barclays,Overweight,,main
2022-03-27 12:38:31,RBC Capital,Outperform,Outperform,main
2022-02-11 14:23:10,UBS,Buy,Buy,main
2022-02-02 12:22:31,Mizuho,Neutral,Neutral,main
2022-01-31 16:17:32,Barclays,Overweight,,main
2022-01-28 21:01:34,Deutsche Bank,Buy,Buy,main
2022-01-28 15:26:31,Wedbush,Outperform,,main
2022-01-28 13:35:49,RBC Capital,Outperform,Outperform,main
2022-01-28 13:03:36,Piper Sandler,Overweight,Overweight,main
2022-01-28 12:24:21,Raymond James,Outperform,,main
2022-01-27 12:37:13,Morgan Stanley,Overweight,Overweight,main
2022-01-25 12:20:20,Mizuho,Neutral,Neutral,main
2022-01-19 13:27:26,RBC Capital,Outperform,Outperform,main
