quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-10-31,-1.82,-2.99866,1.18,0.39310002
2024-07-31,-2.4,-2.93939,0.54,0.1835
2024-04-30,-3.37,-2.50433,-0.87,-0.3457
2024-01-31,-3.09,-3.04471,-0.05,-0.0149
