,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-42024000.0,-33777000.0,-33342626.0,-26414107.0,-21431000.0
Net Income From Continuing Operation Net Minority Interest,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Reconciled Depreciation,40000.0,37000.0,35254.0,33693.0,31000.0
EBITDA,-42024000.0,-33777000.0,-33342626.0,-26414107.0,-21431000.0
EBIT,-42064000.0,-33814000.0,-33377880.0,-26447800.0,-21462000.0
Net Interest Income,-1259000.0,-864000.0,-222910.0,268110.0,562000.0
Interest Expense,3204000.0,3183000.0,3275161.0,3343989.0,2260000.0
Interest Income,1945000.0,2319000.0,3052251.0,3612099.0,2822000.0
Normalized Income,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Net Income From Continuing And Discontinued Operation,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Total Expenses,44009000.0,36133000.0,36430131.0,30059899.0,24284000.0
Total Operating Income As Reported,-44009000.0,-36133000.0,-36430131.0,-30059899.0,-24284000.0
Diluted Average Shares,43663364.0,43052757.0,42873934.0,42793047.0,38444163.0
Basic Average Shares,43663364.0,43052757.0,42873934.0,42793047.0,38444163.0
Diluted EPS,-1.04,-0.86,-0.85,-0.7,-0.62
Basic EPS,-1.04,-0.86,-0.85,-0.7,-0.62
Diluted NI Availto Com Stockholders,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Net Income Common Stockholders,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Net Income,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Net Income Including Noncontrolling Interests,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Net Income Continuous Operations,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Tax Provision,0.0,0.0,0.0,0.0,0.0
Pretax Income,-45268000.0,-36997000.0,-36653041.0,-29791789.0,-23722000.0
Net Non Operating Interest Income Expense,-1259000.0,-864000.0,-222910.0,268110.0,562000.0
Interest Expense Non Operating,3204000.0,3183000.0,3275161.0,3343989.0,2260000.0
Interest Income Non Operating,1945000.0,2319000.0,3052251.0,3612099.0,2822000.0
Operating Income,-44009000.0,-36133000.0,-36430131.0,-30059899.0,-24284000.0
Operating Expense,44009000.0,36133000.0,36430131.0,30059899.0,24284000.0
Research And Development,40222000.0,32227000.0,33471213.0,27587483.0,22498000.0
Selling General And Administration,3787000.0,3906000.0,2958918.0,2472416.0,1786000.0
General And Administrative Expense,3787000.0,3906000.0,2958918.0,2472416.0,1786000.0
Other Gand A,3787000.0,3906000.0,2958918.0,2472416.0,1786000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
