quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.68,0.57653,0.1,0.17950001
2025-03-31,0.33,0.36657,-0.04,-0.0998
2024-12-31,0.54,0.3573,0.18,0.5113
2024-09-30,0.64,0.3967,0.24,0.6133
