,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Net Income From Continuing Operation Net Minority Interest,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Net Interest Income,16850000.0,17793000.0,20106000.0,26460000.0,25998000.0,
Interest Expense,16742000.0,15840000.0,16184000.0,18913000.0,18179000.0,
Interest Income,33592000.0,33633000.0,36290000.0,45373000.0,44177000.0,
Normalized Income,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Net Income From Continuing And Discontinued Operation,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Diluted Average Shares,54554634.0,54554634.0,,54554634.0,54554634.0,54554634.0
Basic Average Shares,54554634.0,54554634.0,,54554634.0,54554634.0,54554634.0
Diluted EPS,0.44,0.37,,0.4,0.43,0.51
Basic EPS,0.44,0.37,,0.4,0.43,0.51
Diluted NI Availto Com Stockholders,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Net Income Common Stockholders,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Net Income,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Net Income Including Noncontrolling Interests,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Net Income Continuous Operations,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Pretax Income,24232000.0,19926000.0,22609000.0,22049000.0,23228000.0,
Gain On Sale Of Security,235000.0,-422000.0,256000.0,-2748000.0,105000.0,
Operating Expense,2405000.0,2194000.0,1926000.0,2540000.0,2538000.0,
Other Operating Expenses,-20000.0,-2000.0,-22000.0,-41000.0,-44000.0,
Selling General And Administration,2425000.0,2196000.0,1948000.0,2581000.0,2582000.0,
General And Administrative Expense,2425000.0,2196000.0,1948000.0,2581000.0,2582000.0,
Total Revenue,26637000.0,22120000.0,24535000.0,24589000.0,25766000.0,
Operating Revenue,26637000.0,22120000.0,24535000.0,24589000.0,25766000.0,
