GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-01 18:48:15,TD Cowen,Hold,Hold,main
2024-08-01 15:10:23,Stifel,Hold,Hold,main
2024-07-15 13:51:27,Stifel,Hold,Hold,main
2024-05-17 09:21:20,Baird,Outperform,Neutral,up
2024-05-02 14:01:47,Benchmark,Hold,,reit
2024-04-09 11:08:40,Jefferies,Hold,,init
2023-05-11 11:03:59,Baird,Neutral,Neutral,main
2023-05-04 10:55:37,Baird,Neutral,,main
2023-04-12 16:23:59,Baird,Neutral,,main
2022-11-03 08:38:46,Cowen & Co.,Market Perform,Outperform,down
2022-10-10 14:11:02,Stifel,Hold,,main
2022-09-22 09:09:27,Benchmark,Hold,,init
2022-09-16 12:19:37,Baird,Neutral,,main
2022-07-06 10:10:15,Baird,Neutral,Outperform,down
2021-12-03 13:17:50,Stifel,Hold,,main
2020-07-30 17:12:48,Stifel,Hold,,main
2020-05-18 12:34:28,Baird,Outperform,,main
2020-04-30 12:57:53,Stifel,Hold,,main
2020-02-04 10:56:59,Baird,Outperform,Neutral,up
2020-01-21 15:34:13,Cross Research,Sell,Hold,down
2019-12-26 12:08:01,CL King,Buy,,main
2019-10-31 12:54:19,Stifel,Hold,,main
2019-10-31 10:29:56,Oppenheimer,Perform,Outperform,down
2019-10-03 10:51:30,Jefferies,Buy,,init
2019-08-01 11:11:03,Baird,Neutral,Outperform,down
2019-05-22 10:47:52,Cowen & Co.,Outperform,,init
2019-04-17 15:02:28,Longbow Research,Neutral,Buy,down
2019-01-31 11:21:23,Longbow Research,Buy,Neutral,up
2019-01-08 12:14:39,Oppenheimer,Outperform,Perform,up
2017-10-13 14:04:04,Oppenheimer,Perform,Outperform,down
2016-12-13 11:42:15,Longbow Research,Neutral,Buy,down
2016-12-01 13:09:17,CL King,Buy,,init
2016-09-13 11:50:37,Oppenheimer,Outperform,,main
2016-08-26 12:49:24,Baird,Outperform,,main
2016-03-29 10:59:16,Oppenheimer,Outperform,,main
2016-02-04 09:50:57,Oppenheimer,Overweight,,main
2016-02-03 18:18:13,Oppenheimer,Outperform,,main
2015-05-01 13:00:00,Oppenheimer,Outperform,,main
2015-01-16 11:03:57,Longbow Research,Buy,Neutral,up
2014-09-12 09:52:37,Oppenheimer,Outperform,Market Perform,up
2013-10-03 20:18:14,Oppenheimer,Perform,,init
2013-06-03 13:51:59,Baird,Outperform,Neutral,up
