quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-09-30,-2.05,-1.17667,-0.87,-0.7422
2024-06-30,-1.25,-1.58333,0.33,0.21049999
2024-03-31,-1.75,-1.0,-0.75,-0.75
2023-12-31,-1.5,-2.25,0.75,0.33330002
