,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-37044000.0,-2856000.0,-23415000.0,-9208200.0,-7530018.416206
Tax Rate For Calcs,0.21,0.21,0.21,0.309,0.093309
Normalized EBITDA,100000000.0,154200000.0,124600000.0,163600000.0,81700000.0
Total Unusual Items,-176400000.0,-13600000.0,-111500000.0,-29800000.0,-80700000.0
Total Unusual Items Excluding Goodwill,-176400000.0,-13600000.0,-111500000.0,-29800000.0,-80700000.0
Net Income From Continuing Operation Net Minority Interest,-255400000.0,-12700000.0,-178400000.0,-19900000.0,-147700000.0
Reconciled Depreciation,110300000.0,107100000.0,109300000.0,113100000.0,116100000.0
Reconciled Cost Of Revenue,276600000.0,290400000.0,320300000.0,313600000.0,296800000.0
EBITDA,-76400000.0,140600000.0,13100000.0,133800000.0,1000000.0
EBIT,-186700000.0,33500000.0,-96200000.0,20700000.0,-115100000.0
Net Interest Income,-43000000.0,-42500000.0,-44700000.0,-49900000.0,-48100000.0
Interest Expense,42900000.0,42300000.0,44700000.0,49500000.0,47800000.0
Interest Income,600000.0,600000.0,800000.0,400000.0,500000.0
Normalized Income,-116044000.0,-1956000.0,-90315000.0,691800.0,-74530018.416206
Net Income From Continuing And Discontinued Operation,-255400000.0,-12700000.0,-178400000.0,-19900000.0,-147700000.0
Total Expenses,615700000.0,644100000.0,692600000.0,675300000.0,666700000.0
Total Operating Income As Reported,-180700000.0,32600000.0,-100400000.0,15000000.0,-117500000.0
Diluted Average Shares,67700000.0,67500000.0,67300000.0,67300000.0,67100000.0
Basic Average Shares,67700000.0,67500000.0,67300000.0,67300000.0,67100000.0
Diluted EPS,-3.77,-0.19,-2.28,-0.3,-2.2
Basic EPS,-3.77,-0.19,-2.28,-0.3,-2.2
Diluted NI Availto Com Stockholders,-255400000.0,-12700000.0,-178400000.0,-19900000.0,-147700000.0
Net Income Common Stockholders,-255400000.0,-12700000.0,-178400000.0,-19900000.0,-147700000.0
Net Income,-255400000.0,-12700000.0,-178400000.0,-19900000.0,-147700000.0
Net Income Including Noncontrolling Interests,-255400000.0,-12700000.0,-178400000.0,-19900000.0,-147700000.0
Net Income Continuous Operations,-255400000.0,-12700000.0,-178400000.0,-19900000.0,-147700000.0
Tax Provision,25800000.0,3900000.0,37500000.0,-8900000.0,-15200000.0
Pretax Income,-229600000.0,-8800000.0,-140900000.0,-28800000.0,-162900000.0
Other Income Expense,-184800000.0,-15000000.0,-111400000.0,-30700000.0,-85100000.0
Other Non Operating Income Expenses,-8400000.0,-1400000.0,100000.0,-900000.0,-4400000.0
Special Income Charges,-178900000.0,-16100000.0,-115600000.0,-36800000.0,-87800000.0
Write Off,,,0.0,0.0,56900000.0
Impairment Of Capital Assets,0.0,0.0,78700000.0,0.0,56900000.0
Restructuring And Mergern Acquisition,178900000.0,16100000.0,36900000.0,36800000.0,30900000.0
Gain On Sale Of Security,2500000.0,2500000.0,4100000.0,7000000.0,7100000.0
Net Non Operating Interest Income Expense,-43000000.0,-42500000.0,-44700000.0,-49900000.0,-48100000.0
Total Other Finance Cost,700000.0,800000.0,800000.0,800000.0,800000.0
Interest Expense Non Operating,42900000.0,42300000.0,44700000.0,49500000.0,47800000.0
Interest Income Non Operating,600000.0,600000.0,800000.0,400000.0,500000.0
Operating Income,-1800000.0,48700000.0,15200000.0,51800000.0,-29700000.0
Operating Expense,276700000.0,294600000.0,310900000.0,300500000.0,305700000.0
Other Operating Expenses,5100000.0,6400000.0,28200000.0,6300000.0,9300000.0
Depreciation Amortization Depletion Income Statement,47900000.0,48000000.0,47900000.0,51900000.0,51900000.0
Depreciation And Amortization In Income Statement,47900000.0,48000000.0,47900000.0,51900000.0,51900000.0
Amortization,47900000.0,48000000.0,47900000.0,51900000.0,51900000.0
Amortization Of Intangibles Income Statement,47900000.0,48000000.0,47900000.0,51900000.0,51900000.0
Research And Development,45700000.0,53200000.0,47300000.0,55900000.0,56300000.0
Selling General And Administration,178000000.0,187000000.0,187500000.0,186400000.0,188200000.0
Gross Profit,274900000.0,343300000.0,326100000.0,352300000.0,276000000.0
Cost Of Revenue,339000000.0,349500000.0,381700000.0,374800000.0,361000000.0
Total Revenue,613900000.0,692800000.0,707800000.0,727100000.0,637000000.0
Operating Revenue,613900000.0,692800000.0,707800000.0,727100000.0,637000000.0
