,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-289473.684211,0.0,-745222.929936,-4048000.0,0.0,,
Tax Rate For Calcs,0.289474,0.28,0.248408,0.253,0.270677,,
Normalized EBITDA,241000000.0,188000000.0,249000000.0,239000000.0,224000000.0,,
Total Unusual Items,-1000000.0,,-3000000.0,-16000000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,-1000000.0,,-3000000.0,-16000000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,108000000.0,73000000.0,118000000.0,97000000.0,97000000.0,,
Reconciled Depreciation,31000000.0,30000000.0,29000000.0,30000000.0,28000000.0,,
Reconciled Cost Of Revenue,55000000.0,57000000.0,45000000.0,61000000.0,54000000.0,,
EBITDA,240000000.0,188000000.0,246000000.0,223000000.0,224000000.0,,
EBIT,209000000.0,158000000.0,217000000.0,193000000.0,196000000.0,,
Net Interest Income,-55000000.0,-56000000.0,-58000000.0,-60000000.0,-60000000.0,,
Interest Expense,57000000.0,57000000.0,60000000.0,63000000.0,63000000.0,,
Interest Income,2000000.0,1000000.0,2000000.0,3000000.0,3000000.0,,
Normalized Income,108710526.315789,73000000.0,120254777.070064,108952000.0,97000000.0,,
Net Income From Continuing And Discontinued Operation,108000000.0,73000000.0,119000000.0,97000000.0,129000000.0,,
Total Expenses,811000000.0,778000000.0,762000000.0,788000000.0,796000000.0,,
Total Operating Income As Reported,206000000.0,156000000.0,206000000.0,189000000.0,189000000.0,,
Diluted Average Shares,66500000.0,68200000.0,69200000.0,70200000.0,71000000.0,,
Basic Average Shares,66100000.0,67100000.0,68100000.0,69800000.0,70800000.0,,
Diluted EPS,1.62,1.07,1.72,1.39,1.81,,
Basic EPS,1.63,1.09,1.75,1.4,1.82,,
Diluted NI Availto Com Stockholders,108000000.0,73000000.0,119000000.0,97000000.0,129000000.0,,
Net Income Common Stockholders,108000000.0,73000000.0,119000000.0,97000000.0,129000000.0,,
Net Income,108000000.0,73000000.0,119000000.0,97000000.0,129000000.0,,
Net Income Including Noncontrolling Interests,108000000.0,73000000.0,119000000.0,97000000.0,129000000.0,,
Net Income Discontinuous Operations,0.0,,1000000.0,0.0,32000000.0,0.0,
Net Income Continuous Operations,108000000.0,73000000.0,118000000.0,97000000.0,97000000.0,,
Tax Provision,44000000.0,28000000.0,39000000.0,33000000.0,36000000.0,,
Pretax Income,152000000.0,101000000.0,157000000.0,130000000.0,133000000.0,,
Other Income Expense,,1000000.0,6000000.0,-15000000.0,4000000.0,2000000.0,
Other Non Operating Income Expenses,1000000.0,1000000.0,9000000.0,1000000.0,4000000.0,,
Special Income Charges,-1000000.0,,-3000000.0,-16000000.0,0.0,0.0,
Gain On Sale Of Business,,,0.0,0.0,0.0,0.0,0.0
Write Off,1000000.0,,1000000.0,2000000.0,0.0,,1000000.0
Restructuring And Mergern Acquisition,,,2000000.0,14000000.0,0.0,,14000000.0
Net Non Operating Interest Income Expense,-55000000.0,-56000000.0,-58000000.0,-60000000.0,-60000000.0,,
Interest Expense Non Operating,57000000.0,57000000.0,60000000.0,63000000.0,63000000.0,,
Interest Income Non Operating,2000000.0,1000000.0,2000000.0,3000000.0,3000000.0,,
Operating Income,207000000.0,156000000.0,209000000.0,205000000.0,189000000.0,,
Operating Expense,756000000.0,721000000.0,717000000.0,726000000.0,742000000.0,,
Other Operating Expenses,457000000.0,445000000.0,430000000.0,434000000.0,442000000.0,,
Depreciation Amortization Depletion Income Statement,31000000.0,30000000.0,29000000.0,29000000.0,28000000.0,,
Depreciation And Amortization In Income Statement,31000000.0,30000000.0,29000000.0,29000000.0,28000000.0,,
Selling General And Administration,268000000.0,246000000.0,258000000.0,263000000.0,272000000.0,,
Selling And Marketing Expense,152000000.0,124000000.0,133000000.0,152000000.0,144000000.0,,
General And Administrative Expense,116000000.0,122000000.0,125000000.0,111000000.0,128000000.0,,
Other Gand A,116000000.0,122000000.0,125000000.0,111000000.0,128000000.0,,
Gross Profit,963000000.0,877000000.0,926000000.0,931000000.0,931000000.0,,
Cost Of Revenue,55000000.0,57000000.0,45000000.0,62000000.0,54000000.0,,
Total Revenue,1018000000.0,934000000.0,971000000.0,993000000.0,985000000.0,,
Operating Revenue,993000000.0,913000000.0,946000000.0,969000000.0,965000000.0,,
