GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-29 21:32:13,Tigress Financial,Buy,Buy,main
2024-07-25 16:24:11,Deutsche Bank,Buy,Buy,main
2024-07-19 15:55:37,JP Morgan,Overweight,Overweight,main
2024-04-25 18:43:44,Barclays,Equal-Weight,Equal-Weight,main
2024-03-26 11:43:11,Mizuho,Neutral,,init
2024-03-05 12:32:28,Truist Securities,Buy,Buy,main
2024-02-22 15:49:43,Barclays,Equal-Weight,Equal-Weight,main
2024-02-13 11:49:32,JMP Securities,Market Outperform,,init
2024-01-02 11:20:49,Jefferies,Buy,Hold,up
2023-11-15 16:44:14,Truist Securities,Buy,Buy,main
2023-11-13 23:34:56,Tigress Financial,Buy,Buy,main
2023-10-26 10:34:33,Barclays,Equal-Weight,Equal-Weight,main
2023-10-05 09:31:25,Jefferies,Hold,Hold,main
2023-09-27 11:26:41,Barclays,Equal-Weight,Equal-Weight,main
2023-08-24 15:50:56,Tigress Financial,Buy,,init
2023-08-11 14:18:54,Truist Securities,Buy,Buy,main
2023-07-27 11:31:02,Barclays,Equal-Weight,Equal-Weight,main
2023-04-17 11:28:03,B of A Securities,Underperform,,init
2023-02-23 14:04:53,Credit Suisse,Underperform,,main
2023-02-03 09:59:34,Jefferies,Hold,Buy,down
2022-11-15 13:23:20,Truist Securities,Buy,,main
2022-10-28 11:22:54,Credit Suisse,Underperform,Outperform,down
2022-08-12 11:40:03,Truist Securities,Buy,,main
2022-08-01 14:04:07,Deutsche Bank,Buy,,main
2022-06-29 09:01:02,Barclays,Equal-Weight,,init
2022-04-29 09:09:11,Jefferies,Buy,Hold,up
2021-10-28 13:17:52,Credit Suisse,Outperform,,main
2021-09-28 09:12:22,Jefferies,Hold,Buy,down
2021-07-29 11:21:51,Credit Suisse,Outperform,,main
