GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-08 18:48:41,Gordon Haskett,Buy,Accumulate,up
2024-08-08 16:09:08,Deutsche Bank,Buy,Buy,main
2024-08-08 12:17:27,Oppenheimer,Outperform,Outperform,main
2024-08-07 13:55:24,Evercore ISI Group,Outperform,Outperform,main
2024-08-05 15:32:38,Telsey Advisory Group,Outperform,Outperform,main
2024-07-12 11:51:41,TD Cowen,Buy,Buy,main
2024-07-11 19:05:41,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-07-11 17:23:01,Oppenheimer,Outperform,Outperform,main
2024-07-11 16:40:45,Evercore ISI Group,Outperform,Outperform,main
2024-07-11 16:20:06,Barclays,Equal-Weight,Equal-Weight,main
2024-07-11 15:13:09,Loop Capital,Buy,Buy,main
2024-07-11 13:19:46,Stifel,Buy,Buy,main
2024-07-11 11:14:23,B of A Securities,Buy,Buy,main
2024-07-11 09:45:02,Baird,Outperform,Outperform,main
2024-07-10 11:56:31,Telsey Advisory Group,Outperform,Outperform,main
2024-07-08 12:40:37,Telsey Advisory Group,Outperform,Outperform,main
2024-07-02 12:18:00,Stifel,Buy,Buy,main
2024-06-25 18:33:00,Tigress Financial,Buy,Buy,main
2024-06-20 14:33:56,Evercore ISI Group,Outperform,Outperform,main
2024-06-14 15:07:59,Loop Capital,Buy,Buy,main
2024-06-06 13:32:56,Oppenheimer,Outperform,Outperform,main
2024-06-06 12:49:25,Telsey Advisory Group,Outperform,Outperform,main
2024-06-03 14:57:43,Loop Capital,Buy,Buy,main
2024-06-03 12:05:31,Telsey Advisory Group,Outperform,Outperform,main
2024-05-31 20:11:09,Citigroup,Neutral,Neutral,main
2024-05-31 17:54:04,Barclays,Equal-Weight,Equal-Weight,main
2024-05-31 17:30:24,TD Cowen,Buy,Buy,main
2024-05-31 15:28:16,BMO Capital,Outperform,Outperform,reit
2024-05-31 15:06:38,Roth MKM,Neutral,Neutral,reit
2024-05-31 14:59:47,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-05-31 14:11:55,Truist Securities,Buy,Buy,main
2024-05-31 13:57:41,Evercore ISI Group,Outperform,Outperform,main
2024-05-31 13:20:52,Stifel,Buy,Buy,main
2024-05-31 12:36:52,Telsey Advisory Group,Outperform,Outperform,main
2024-05-28 15:14:04,Argus Research,Buy,Buy,main
2024-05-22 16:22:36,Oppenheimer,Outperform,Outperform,main
