,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,-1917.60877,-390.0,1176.0,-1282.917066,0.0
Tax Rate For Calcs,0.191761,0.195,0.196,0.183274,0.201735
Total Unusual Items,-10000.0,-2000.0,6000.0,-7000.0,0.0
Total Unusual Items Excluding Goodwill,-10000.0,-2000.0,6000.0,-7000.0,0.0
Net Income From Continuing Operation Net Minority Interest,9437000.0,8118000.0,9199000.0,9385000.0,9754000.0
Reconciled Depreciation,917000.0,869000.0,888000.0,912000.0,883000.0
Net Interest Income,30382000.0,29393000.0,28901000.0,29282000.0,29509000.0
Interest Expense,16997000.0,16065000.0,15225000.0,14117000.0,12569000.0
Interest Income,47379000.0,45458000.0,44126000.0,43399000.0,42078000.0
Normalized Income,9445082.39123,8119610.0,9194176.0,9390717.082934,9754000.0
Net Income From Continuing And Discontinued Operation,9437000.0,8118000.0,9199000.0,9385000.0,9754000.0
Diluted Average Shares,7966957.0,8018908.0,8039505.0,8008362.0,8039000.0
Basic Average Shares,7921582.0,7972445.0,7984317.0,7978160.0,8006000.0
Diluted EPS,1.18,1.02,1.14,1.17,1.22
Basic EPS,1.19,1.02,1.15,1.18,1.22
Diluted NI Availto Com Stockholders,9437000.0,8118000.0,9199000.0,9385000.0,9754000.0
Net Income Common Stockholders,9437000.0,8118000.0,9199000.0,9385000.0,9754000.0
Net Income,9437000.0,8118000.0,9199000.0,9385000.0,9754000.0
Net Income Including Noncontrolling Interests,9437000.0,8118000.0,9199000.0,9385000.0,9754000.0
Net Income Continuous Operations,9437000.0,8118000.0,9199000.0,9385000.0,9754000.0
Tax Provision,2239000.0,1961000.0,2242000.0,2106000.0,2465000.0
Pretax Income,11676000.0,10079000.0,11441000.0,11491000.0,12219000.0
Gain On Sale Of Security,0.0,0.0,0.0,0.0,0.0
Depreciation Amortization Depletion Income Statement,328000.0,329000.0,353000.0,377000.0,389000.0
Depreciation And Amortization In Income Statement,328000.0,329000.0,353000.0,377000.0,389000.0
Amortization,328000.0,329000.0,353000.0,377000.0,389000.0
Amortization Of Intangibles Income Statement,328000.0,329000.0,353000.0,377000.0,389000.0
Selling General And Administration,13440000.0,13273000.0,12636000.0,12160000.0,13130000.0
Selling And Marketing Expense,382000.0,485000.0,466000.0,759000.0,638000.0
General And Administrative Expense,13058000.0,12788000.0,12170000.0,11401000.0,12492000.0
Salaries And Wages,13058000.0,12788000.0,12170000.0,11401000.0,12492000.0
Total Revenue,34074000.0,33148000.0,32450000.0,32760000.0,33908000.0
Operating Revenue,34074000.0,33148000.0,32450000.0,32760000.0,33908000.0
Occupancy And Equipment,2732000.0,2603000.0,2454000.0,2467000.0,2410000.0
Professional Expense And Contract Services Expense,450000.0,581000.0,475000.0,465000.0,402000.0
Other Non Interest Expense,5308000.0,5156000.0,4950000.0,4995000.0,5007000.0
