,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.02254,0.04231,0.041557,0.044477,0.21,,
Net Income From Continuing Operation Net Minority Interest,39289000.0,31553000.0,37547000.0,37081000.0,-54213000.0,,
Net Interest Income,55913000.0,57260000.0,58516000.0,69837000.0,66089000.0,,
Interest Expense,26416000.0,28305000.0,27703000.0,29298000.0,29103000.0,,
Interest Income,82329000.0,85565000.0,86219000.0,99135000.0,95192000.0,,
Normalized Income,39289000.0,31553000.0,37547000.0,37081000.0,-54213000.0,,
Net Income From Continuing And Discontinued Operation,39289000.0,31553000.0,37547000.0,37081000.0,-54213000.0,,
Diluted Average Shares,117204952.0,117297222.0,,116942390.0,114363722.0,110076876.0,
Basic Average Shares,117204952.0,117297222.0,,116942390.0,114363722.0,110076876.0,
Diluted EPS,0.34,0.27,,0.32,-0.47,0.39,
Basic EPS,0.34,0.27,,0.32,-0.47,0.39,
Diluted NI Availto Com Stockholders,39289000.0,31553000.0,37547000.0,37081000.0,-54213000.0,,
Net Income Common Stockholders,39289000.0,31553000.0,37547000.0,37081000.0,-54213000.0,,
Net Income,39289000.0,31553000.0,37547000.0,37081000.0,-54213000.0,,
Net Income Including Noncontrolling Interests,39289000.0,31553000.0,37547000.0,37081000.0,-54213000.0,,
Net Income Continuous Operations,39289000.0,31553000.0,37547000.0,37081000.0,-54213000.0,,
Tax Provision,906000.0,1394000.0,1628000.0,1726000.0,1022000.0,,
Pretax Income,40195000.0,32947000.0,39175000.0,38807000.0,-53191000.0,,
Gain On Sale Of Security,-81219000.0,-44472000.0,-25207000.0,-83796000.0,-32677000.0,,
Operating Expense,2261000.0,2214000.0,2946000.0,2588000.0,2448000.0,,
Other Operating Expenses,,,,,,,0.0
Selling General And Administration,2261000.0,2214000.0,2946000.0,2588000.0,2448000.0,,
General And Administrative Expense,2261000.0,2214000.0,2946000.0,2588000.0,2448000.0,,
Total Revenue,42456000.0,35161000.0,42121000.0,41395000.0,-50743000.0,,
Operating Revenue,42456000.0,35161000.0,42121000.0,41395000.0,-50743000.0,,
