,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.007479,0.21,0.21
Normalized EBITDA,-11872000.0,-33421000.0,11048000.0,5059000.0,-10916000.0
Net Income From Continuing Operation Net Minority Interest,-19079000.0,-41144000.0,4645000.0,-809000.0,-16454000.0
Reconciled Depreciation,631000.0,602000.0,515000.0,544000.0,569000.0
Reconciled Cost Of Revenue,12403000.0,12303000.0,18264000.0,15728000.0,9436000.0
EBITDA,-11872000.0,-33421000.0,11048000.0,5059000.0,-10916000.0
EBIT,-12503000.0,-34023000.0,10533000.0,4515000.0,-11485000.0
Net Interest Income,-6575000.0,-6262000.0,-5853000.0,-5281000.0,-4902000.0
Interest Expense,6575000.0,6262000.0,5853000.0,5281000.0,4902000.0
Normalized Income,-19079000.0,-41144000.0,4645000.0,-809000.0,-16454000.0
Net Income From Continuing And Discontinued Operation,-19079000.0,-41144000.0,4645000.0,-809000.0,-16454000.0
Total Expenses,112057000.0,110463000.0,108004000.0,96008000.0,86852000.0
Total Operating Income As Reported,-14395000.0,-36349000.0,8125000.0,2233000.0,-13630000.0
Diluted Average Shares,239928570.0,238624145.0,244050606.0,235911399.0,234571192.0
Basic Average Shares,239928570.0,238624145.0,237370654.0,235911399.0,234571192.0
Diluted EPS,-0.08,-0.17,0.02,-0.003429,-0.07
Basic EPS,-0.08,-0.17,0.02,-0.003429,-0.07
Diluted NI Availto Com Stockholders,-19079000.0,-41144000.0,4645000.0,-809000.0,-16454000.0
Net Income Common Stockholders,-19079000.0,-41144000.0,4645000.0,-809000.0,-16454000.0
Net Income,-19079000.0,-41144000.0,4645000.0,-809000.0,-16454000.0
Net Income Including Noncontrolling Interests,-19079000.0,-41144000.0,4645000.0,-809000.0,-16454000.0
Net Income Continuous Operations,-19079000.0,-41144000.0,4645000.0,-809000.0,-16454000.0
Tax Provision,1000.0,859000.0,35000.0,43000.0,67000.0
Pretax Income,-19078000.0,-40285000.0,4680000.0,-766000.0,-16387000.0
Other Income Expense,1892000.0,2326000.0,2408000.0,2282000.0,2145000.0
Other Non Operating Income Expenses,1892000.0,2326000.0,2408000.0,2282000.0,2145000.0
Net Non Operating Interest Income Expense,-6575000.0,-6262000.0,-5853000.0,-5281000.0,-4902000.0
Interest Expense Non Operating,6575000.0,6262000.0,5853000.0,5281000.0,4902000.0
Operating Income,-14395000.0,-36349000.0,8125000.0,2233000.0,-13630000.0
Operating Expense,99654000.0,98160000.0,89740000.0,80280000.0,77416000.0
Research And Development,15666000.0,14938000.0,13666000.0,15310000.0,12762000.0
Selling General And Administration,83988000.0,83222000.0,76074000.0,64970000.0,64654000.0
Gross Profit,85259000.0,61811000.0,97865000.0,82513000.0,63786000.0
Cost Of Revenue,12403000.0,12303000.0,18264000.0,15728000.0,9436000.0
Total Revenue,97662000.0,74114000.0,116129000.0,98241000.0,73222000.0
Operating Revenue,97662000.0,74114000.0,116129000.0,98241000.0,73222000.0
