quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.49,-0.42,-0.07,-0.1667
2025-03-31,-0.57,-0.50429,-0.07,-0.1303
2024-12-31,-0.46,-0.5175,0.06,0.111099996
2024-09-30,-0.4782,-0.5,0.02,0.0436
