,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.0,0.21,0.21
Net Income From Continuing Operation Net Minority Interest,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Net Interest Income,16991000.0,16472000.0,19198000.0,19996000.0,18934000.0
Interest Expense,5513000.0,5113000.0,6116000.0,5955000.0,7656000.0
Interest Income,22504000.0,21585000.0,25314000.0,25951000.0,26590000.0
Normalized Income,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Net Income From Continuing And Discontinued Operation,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Diluted Average Shares,40234000.0,40138000.0,40054000.0,39954000.0,38729000.0
Basic Average Shares,40234000.0,40138000.0,40054000.0,39954000.0,38729000.0
Diluted EPS,0.33,0.32,-0.18,0.57,0.22
Basic EPS,0.33,0.32,-0.18,0.57,0.22
Diluted NI Availto Com Stockholders,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Net Income Common Stockholders,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Net Income,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Net Income Including Noncontrolling Interests,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Net Income Continuous Operations,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Pretax Income,13174000.0,12689000.0,-7184000.0,22634000.0,8617000.0
Gain On Sale Of Security,-32000.0,2254000.0,-323000.0,-5040000.0,-18846000.0
Operating Expense,1961000.0,3277000.0,3594000.0,3357000.0,3015000.0
Other Operating Expenses,-40000.0,1259000.0,1471000.0,1193000.0,1046000.0
Selling General And Administration,2001000.0,2018000.0,2123000.0,2164000.0,1969000.0
General And Administrative Expense,2001000.0,2018000.0,2123000.0,2164000.0,1969000.0
Total Revenue,15135000.0,15966000.0,-3590000.0,25991000.0,11632000.0
Operating Revenue,15135000.0,15966000.0,-3590000.0,25991000.0,11632000.0
