,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-56378.960424,-196140.0,-37095.337302,-296.748474,-5532.965208
Tax Rate For Calcs,0.041577,0.21,0.019742,0.000747,0.002948
Total Unusual Items,-1356000.0,-934000.0,-1879000.0,-397000.0,-1877000.0
Total Unusual Items Excluding Goodwill,-1356000.0,-934000.0,-1879000.0,-397000.0,-1877000.0
Net Income From Continuing Operation Net Minority Interest,49959000.0,38684000.0,30112000.0,23008000.0,59172000.0
Net Interest Income,43343000.0,43257000.0,38130000.0,33627000.0,33596000.0
Interest Expense,72128000.0,72656000.0,68613000.0,73654000.0,66874000.0
Interest Income,115471000.0,115913000.0,106743000.0,107281000.0,100470000.0
Normalized Income,51258621.039576,39421860.0,31953904.662698,23404703.251526,61043467.034792
Net Income From Continuing And Discontinued Operation,49959000.0,38684000.0,30112000.0,23008000.0,59172000.0
Diluted Average Shares,95861993.0,91601467.0,90663000.0,88039000.0,85045000.0
Basic Average Shares,95861993.0,91601467.0,90663000.0,87198000.0,85045000.0
Diluted EPS,0.45,0.35,0.25,0.19,0.62
Basic EPS,0.45,0.35,0.25,0.19,0.62
Diluted NI Availto Com Stockholders,42923000.0,31649000.0,22392000.0,16175000.0,52347000.0
Net Income Common Stockholders,42923000.0,31649000.0,22392000.0,16175000.0,52347000.0
Preferred Stock Dividends,7036000.0,7035000.0,7385000.0,6833000.0,6825000.0
Net Income,49959000.0,38684000.0,30112000.0,23008000.0,59172000.0
Minority Interests,-1114000.0,-640000.0,-546000.0,-315000.0,-900000.0
Net Income Including Noncontrolling Interests,51073000.0,39324000.0,30658000.0,23323000.0,60072000.0
Net Income Continuous Operations,51073000.0,39324000.0,30658000.0,23323000.0,60072000.0
Tax Provision,1475000.0,-96000.0,398000.0,12000.0,142000.0
Pretax Income,35476000.0,30924000.0,20160000.0,16054000.0,48172000.0
Gain On Sale Of Security,6392000.0,1454000.0,-54249000.0,-29090000.0,-16655000.0
Operating Expense,50796000.0,41358000.0,45924000.0,44893000.0,37174000.0
Other Operating Expenses,9500000.0,7019000.0,8586000.0,8325000.0,5782000.0
Selling General And Administration,19964000.0,17397000.0,18590000.0,17581000.0,15039000.0
General And Administrative Expense,19964000.0,17397000.0,18590000.0,17581000.0,15039000.0
Total Revenue,86272000.0,72282000.0,66084000.0,60947000.0,85346000.0
Operating Revenue,86272000.0,72282000.0,66084000.0,60947000.0,85346000.0
