,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.222027,0.212,0.244551,0.231994,0.260847
Net Income From Continuing Operation Net Minority Interest,23438000.0,22171000.0,19168000.0,19482000.0,19745000.0
Reconciled Depreciation,4868000.0,4996000.0,5148000.0,5282000.0,5010000.0
Net Interest Income,63863000.0,59409000.0,58950000.0,57543000.0,56765000.0
Interest Expense,29538000.0,28150000.0,30892000.0,33639000.0,31918000.0
Interest Income,93401000.0,87559000.0,89842000.0,91182000.0,88683000.0
Normalized Income,23438000.0,22171000.0,19168000.0,19482000.0,19745000.0
Net Income From Continuing And Discontinued Operation,23438000.0,22171000.0,19168000.0,19482000.0,19745000.0
Diluted Average Shares,23988974.0,23959228.0,23908340.0,24006647.0,23998152.0
Basic Average Shares,23867592.0,23858817.0,23818806.0,23905099.0,23896210.0
Diluted EPS,0.98,0.93,0.8,0.81,0.82
Basic EPS,0.98,0.93,0.8,0.81,0.83
Diluted NI Availto Com Stockholders,23438000.0,22171000.0,19168000.0,19482000.0,19745000.0
Net Income Common Stockholders,23438000.0,22171000.0,19168000.0,19482000.0,19745000.0
Net Income,23438000.0,22171000.0,19168000.0,19482000.0,19745000.0
Net Income Including Noncontrolling Interests,23438000.0,22171000.0,19168000.0,19482000.0,19745000.0
Net Income Continuous Operations,23438000.0,22171000.0,19168000.0,19482000.0,19745000.0
Tax Provision,6689000.0,5978000.0,6205000.0,5885000.0,6968000.0
Pretax Income,30127000.0,28149000.0,25373000.0,25367000.0,26713000.0
Gain On Sale Of Security,0.0,-181000.0,0.0,-277000.0,-156000.0
Depreciation Amortization Depletion Income Statement,3121000.0,3231000.0,3314000.0,3405000.0,3340000.0
Depreciation And Amortization In Income Statement,3121000.0,3231000.0,3314000.0,3405000.0,3340000.0
Amortization,3121000.0,3231000.0,3314000.0,3405000.0,3340000.0
Amortization Of Intangibles Income Statement,3121000.0,3231000.0,3314000.0,3405000.0,3340000.0
Selling General And Administration,35273000.0,33449000.0,33726000.0,33230000.0,31880000.0
Selling And Marketing Expense,777000.0,852000.0,906000.0,836000.0,814000.0
General And Administrative Expense,34496000.0,32597000.0,32820000.0,32394000.0,31066000.0
Insurance And Claims,873000.0,849000.0,863000.0,829000.0,902000.0
Salaries And Wages,33623000.0,31748000.0,31957000.0,31565000.0,30164000.0
Total Revenue,86312000.0,82442000.0,83270000.0,78697000.0,77906000.0
Operating Revenue,86312000.0,82442000.0,83270000.0,78697000.0,77906000.0
Occupancy And Equipment,7869000.0,8479000.0,7285000.0,8055000.0,7507000.0
Professional Expense And Contract Services Expense,2757000.0,3076000.0,5386000.0,2573000.0,2536000.0
Other Non Interest Expense,4598000.0,4406000.0,4543000.0,4801000.0,4847000.0
