,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.250465,0.264,0.255953,0.27,0.252233,
Net Income From Continuing Operation Net Minority Interest,23428000.0,9717000.0,9900000.0,13025000.0,26963000.0,
Reconciled Depreciation,6784000.0,6974000.0,6651000.0,6307000.0,5343000.0,
Net Interest Income,109221000.0,100532000.0,97474000.0,97000000.0,91320000.0,
Interest Expense,115063000.0,112573000.0,115094000.0,111936000.0,107128000.0,
Interest Income,224284000.0,213105000.0,212568000.0,208936000.0,198448000.0,
Normalized Income,23428000.0,9717000.0,9900000.0,13025000.0,26963000.0,
Net Income From Continuing And Discontinued Operation,23428000.0,9717000.0,9900000.0,13025000.0,26963000.0,
Diluted Average Shares,45795608.0,45754499.0,46157979.0,45953947.0,45525082.0,
Basic Average Shares,45634741.0,45377965.0,45224470.0,45073482.0,44974942.0,
Diluted EPS,0.51,0.21,0.22,0.28,0.59,
Basic EPS,0.51,0.21,0.22,0.28,0.6,
Diluted NI Availto Com Stockholders,23428000.0,9717000.0,9900000.0,13025000.0,26963000.0,
Net Income Common Stockholders,23428000.0,9717000.0,9900000.0,13025000.0,26963000.0,
Net Income,23428000.0,9717000.0,9900000.0,13025000.0,26963000.0,
Minority Interests,41000.0,49000.0,,,0.0,0.0
Net Income Including Noncontrolling Interests,23387000.0,9668000.0,9843000.0,13025000.0,26963000.0,
Net Income Continuous Operations,23387000.0,9668000.0,9843000.0,13025000.0,26963000.0,
Tax Provision,7815000.0,3464000.0,3386000.0,4816000.0,9095000.0,
Pretax Income,31202000.0,13132000.0,13229000.0,17841000.0,36058000.0,
Gain On Sale Of Security,734000.0,20000.0,-1160000.0,794000.0,-9000.0,
Selling General And Administration,57102000.0,55224000.0,50246000.0,48930000.0,51908000.0,
Selling And Marketing Expense,4420000.0,3665000.0,1979000.0,2473000.0,3004000.0,
General And Administrative Expense,52682000.0,51559000.0,48267000.0,46457000.0,48904000.0,
Insurance And Claims,3545000.0,3551000.0,3053000.0,1933000.0,2649000.0,
Salaries And Wages,49137000.0,48008000.0,45214000.0,44524000.0,46255000.0,
Total Revenue,142003000.0,123767000.0,124822000.0,126338000.0,123417000.0,
Operating Revenue,142003000.0,123767000.0,124822000.0,126338000.0,123417000.0,
Occupancy And Equipment,6054000.0,6482000.0,6327000.0,6279000.0,5899000.0,
Professional Expense And Contract Services Expense,2874000.0,3024000.0,2797000.0,3287000.0,3061000.0,
Other Non Interest Expense,18803000.0,14702000.0,15903000.0,14106000.0,12959000.0,
