,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-333718146.718147,-55440000.0,-334530000.0,-19750000.0,-337872320.596459,,
Tax Rate For Calcs,0.394466,0.22,0.21,0.25,0.360205,,
Normalized EBITDA,5190000000.0,4652000000.0,2128000000.0,4962000000.0,5941000000.0,,
Total Unusual Items,-846000000.0,-252000000.0,-1593000000.0,-79000000.0,-938000000.0,,
Total Unusual Items Excluding Goodwill,-846000000.0,-252000000.0,-1593000000.0,-79000000.0,-938000000.0,,
Net Income From Continuing Operation Net Minority Interest,938000000.0,1286000000.0,-22000000.0,1561000000.0,1370000000.0,,
Reconciled Depreciation,2050000000.0,2039000000.0,2102000000.0,2079000000.0,2131000000.0,,
Reconciled Cost Of Revenue,4346000000.0,4002000000.0,4396000000.0,4212000000.0,4202000000.0,,
EBITDA,4344000000.0,4400000000.0,535000000.0,4883000000.0,5003000000.0,,
EBIT,2294000000.0,2361000000.0,-1567000000.0,2804000000.0,2872000000.0,,
Net Interest Income,-678000000.0,-627000000.0,-610000000.0,-591000000.0,-506000000.0,,
Interest Expense,740000000.0,700000000.0,702000000.0,720000000.0,726000000.0,,
Interest Income,62000000.0,73000000.0,92000000.0,129000000.0,220000000.0,,
Normalized Income,1450281853.281853,1482560000.0,1236470000.0,1620250000.0,1970127679.403541,,
Net Income From Continuing And Discontinued Operation,938000000.0,1286000000.0,-22000000.0,1561000000.0,1370000000.0,,
Total Expenses,9706000000.0,9362000000.0,15018000000.0,10547000000.0,9527000000.0,,
Total Operating Income As Reported,4894000000.0,3733000000.0,-1490000000.0,3831000000.0,3998000000.0,,
Diluted Average Shares,1771000000.0,1772000000.0,1769000000.0,1772000000.0,1771000000.0,,
Basic Average Shares,1768000000.0,1768000000.0,1765256986.0,1769000000.0,1768000000.0,,
Diluted EPS,0.52,0.72,-0.02,0.88,0.77,,
Basic EPS,0.52,0.72,-0.012463,0.88,0.77,,
Diluted NI Availto Com Stockholders,928000000.0,1276000000.0,-32000000.0,1551000000.0,1360000000.0,,
Net Income Common Stockholders,928000000.0,1276000000.0,-32000000.0,1551000000.0,1360000000.0,,
Otherunder Preferred Stock Dividend,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,,
Net Income,938000000.0,1286000000.0,-22000000.0,1561000000.0,1370000000.0,,
Minority Interests,-3000000.0,-3000000.0,1000000.0,-3000000.0,-3000000.0,,
Net Income Including Noncontrolling Interests,941000000.0,1289000000.0,-23000000.0,1564000000.0,1373000000.0,,
Net Income Continuous Operations,941000000.0,1289000000.0,-23000000.0,1564000000.0,1373000000.0,,
Tax Provision,613000000.0,372000000.0,-2246000000.0,520000000.0,773000000.0,,
Pretax Income,1554000000.0,1661000000.0,-2269000000.0,2084000000.0,2146000000.0,,
Other Income Expense,-3485000000.0,-1693000000.0,-1743000000.0,-1238000000.0,-2283000000.0,,
Other Non Operating Income Expenses,-2639000000.0,-1441000000.0,-150000000.0,-1159000000.0,-1345000000.0,,
Special Income Charges,-823000000.0,-248000000.0,-1574000000.0,-82000000.0,-937000000.0,,
Other Special Charges,823000000.0,248000000.0,1574000000.0,82000000.0,937000000.0,,
Restructuring And Mergern Acquisition,,,,,937000000.0,164000000.0,
Gain On Sale Of Security,-23000000.0,-4000000.0,-19000000.0,3000000.0,-1000000.0,,
Net Non Operating Interest Income Expense,-678000000.0,-627000000.0,-610000000.0,-591000000.0,-506000000.0,,
Interest Expense Non Operating,740000000.0,700000000.0,702000000.0,720000000.0,726000000.0,,
Interest Income Non Operating,62000000.0,73000000.0,92000000.0,129000000.0,220000000.0,,
Operating Income,5717000000.0,3981000000.0,84000000.0,3913000000.0,4935000000.0,,
Operating Expense,5360000000.0,5360000000.0,10622000000.0,6335000000.0,5325000000.0,,
Other Operating Expenses,-24000000.0,,,,,,0.0
Research And Development,2131000000.0,2067000000.0,6774000000.0,2130000000.0,1948000000.0,,
Selling General And Administration,3253000000.0,3293000000.0,3855000000.0,4205000000.0,3377000000.0,,
Gross Profit,11077000000.0,9341000000.0,10706000000.0,10248000000.0,10260000000.0,,
Cost Of Revenue,4346000000.0,4002000000.0,4396000000.0,4212000000.0,4202000000.0,,
Total Revenue,15423000000.0,13343000000.0,15102000000.0,14460000000.0,14462000000.0,,
Operating Revenue,15423000000.0,13343000000.0,15102000000.0,14460000000.0,14462000000.0,,
