quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2024-09-30,-5.0,-10.75,5.75,0.5349
2024-06-30,-24.0,-26.75,2.75,0.1028
2024-03-31,-21.25,-22.0,0.75,0.0341
2023-12-31,-35.225,-43.25,8.02,0.1855
