,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,83483.443709,47150.0,349370.0,76218.438538,10584.85139
Tax Rate For Calcs,0.229982,0.23,0.23,0.140365,0.230105
Normalized EBITDA,2273000.0,7530000.0,2529000.0,2892000.0,4104000.0
Total Unusual Items,363000.0,205000.0,1519000.0,543000.0,46000.0
Total Unusual Items Excluding Goodwill,363000.0,205000.0,1519000.0,543000.0,46000.0
Net Income From Continuing Operation Net Minority Interest,2558000.0,6222000.0,4326000.0,3105000.0,3212000.0
Reconciled Depreciation,643000.0,663000.0,665000.0,743000.0,697000.0
Reconciled Cost Of Revenue,19444000.0,28354000.0,18484000.0,14258000.0,20365000.0
EBITDA,2636000.0,7735000.0,4048000.0,3435000.0,4150000.0
EBIT,1993000.0,7072000.0,3383000.0,2692000.0,3453000.0
Net Interest Income,966000.0,803000.0,716000.0,377000.0,673000.0
Interest Income,966000.0,803000.0,716000.0,377000.0,673000.0
Normalized Income,2278483.443709,6064150.0,3156370.0,2638218.438538,3176584.85139
Net Income From Continuing And Discontinued Operation,2558000.0,6222000.0,4326000.0,3105000.0,3212000.0
Total Expenses,23558000.0,33604000.0,22635000.0,18179000.0,24424000.0
Total Operating Income As Reported,1993000.0,7072000.0,3383000.0,2692000.0,3453000.0
Diluted Average Shares,14658000.0,14658000.0,14658000.0,,14658000.0
Basic Average Shares,14658000.0,14658000.0,14658000.0,,14658000.0
Diluted EPS,0.17,0.42,0.3,,0.22
Basic EPS,0.17,0.42,0.3,,0.22
Diluted NI Availto Com Stockholders,2558000.0,6222000.0,4326000.0,3105000.0,3212000.0
Net Income Common Stockholders,2558000.0,6222000.0,4326000.0,3105000.0,3212000.0
Net Income,2558000.0,6222000.0,4326000.0,3105000.0,3212000.0
Net Income Including Noncontrolling Interests,2558000.0,6222000.0,4326000.0,3105000.0,3212000.0
Net Income Continuous Operations,2558000.0,6222000.0,4326000.0,3105000.0,3212000.0
Tax Provision,764000.0,1858000.0,1292000.0,507000.0,960000.0
Pretax Income,3322000.0,8080000.0,5618000.0,3612000.0,4172000.0
Other Income Expense,363000.0,205000.0,1519000.0,543000.0,46000.0
Gain On Sale Of Security,363000.0,205000.0,1519000.0,543000.0,46000.0
Net Non Operating Interest Income Expense,966000.0,803000.0,716000.0,377000.0,673000.0
Interest Income Non Operating,966000.0,803000.0,716000.0,377000.0,673000.0
Operating Income,1993000.0,7072000.0,3383000.0,2692000.0,3453000.0
Operating Expense,4114000.0,5250000.0,4151000.0,3921000.0,4059000.0
Research And Development,824000.0,893000.0,801000.0,842000.0,845000.0
Selling General And Administration,3290000.0,4357000.0,3350000.0,3079000.0,3214000.0
Gross Profit,6107000.0,12322000.0,7534000.0,6613000.0,7512000.0
Cost Of Revenue,19444000.0,28354000.0,18484000.0,14258000.0,20365000.0
Total Revenue,25551000.0,40676000.0,26018000.0,20871000.0,27877000.0
Operating Revenue,25387000.0,40127000.0,25945000.0,20537000.0,27779000.0
