GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-31 17:19:51,B of A Securities,Buy,Buy,main
2024-07-31 15:30:26,UBS,Buy,Buy,main
2024-07-31 14:00:09,BMO Capital,Market Perform,Market Perform,main
2024-07-31 12:21:35,Baird,Outperform,Outperform,main
2024-07-11 16:55:07,Morgan Stanley,Equal-Weight,Equal-Weight,main
2024-05-02 14:50:59,BMO Capital,Market Perform,Market Perform,main
2024-05-01 17:41:39,UBS,Buy,Buy,main
2024-05-01 11:55:13,Baird,Outperform,Outperform,main
2024-04-11 18:41:46,UBS,Buy,Neutral,up
2024-02-08 18:07:34,BMO Capital,Market Perform,Market Perform,main
2023-08-02 14:23:29,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-07-18 14:13:11,Morgan Stanley,Equal-Weight,Equal-Weight,reit
2023-06-01 09:11:54,UBS,Neutral,,init
2023-04-21 14:15:03,BMO Capital,Market Perform,,main
2023-04-19 10:36:35,Wells Fargo,Overweight,,main
2023-02-09 13:46:55,BMO Capital,Market Perform,,main
2023-02-08 15:41:36,Morgan Stanley,Equal-Weight,,main
2023-02-08 14:33:12,Wells Fargo,Overweight,,main
2023-01-24 13:07:41,Morgan Stanley,Equal-Weight,,main
2023-01-13 13:09:46,Wells Fargo,Overweight,,main
2023-01-04 14:30:31,Morgan Stanley,Equal-Weight,,main
2022-12-02 12:17:22,Barclays,Equal-Weight,,main
2022-11-17 13:40:09,Morgan Stanley,Equal-Weight,,main
2022-11-02 13:59:16,Goldman Sachs,Buy,,main
2022-11-02 12:02:27,Morgan Stanley,Equal-Weight,,main
2022-08-04 11:54:18,Barclays,Equal-Weight,,main
2022-08-03 13:44:54,Morgan Stanley,Equal-Weight,,main
2022-08-03 12:37:54,Wells Fargo,Overweight,,main
2022-07-19 14:07:44,Morgan Stanley,Equal-Weight,,main
2022-07-13 09:28:48,Wells Fargo,Overweight,,init
2022-07-01 11:10:33,Barclays,Equal-Weight,,main
2022-06-21 14:29:48,BMO Capital,Market Perform,,main
2022-05-26 12:12:00,Morgan Stanley,Equal-Weight,,main
2022-05-04 14:19:50,Morgan Stanley,Equal-Weight,,main
2022-04-14 10:42:39,B of A Securities,Buy,Neutral,up
2022-02-09 14:53:44,Morgan Stanley,Equal-Weight,,main
2022-01-05 13:51:15,Morgan Stanley,Equal-Weight,,main
2021-11-05 14:20:36,Barclays,Equal-Weight,,main
2021-11-03 15:19:40,Morgan Stanley,Equal-Weight,Overweight,down
2021-09-23 12:34:04,Morgan Stanley,Overweight,,main
2021-08-06 12:06:29,Barclays,Equal-Weight,,main
2021-08-04 13:03:10,Morgan Stanley,Overweight,,main
