GradeDate,Firm,ToGrade,FromGrade,Action
2024-06-26 14:44:23,Truist Securities,Hold,Hold,main
2024-05-30 17:13:35,Wells Fargo,Overweight,Overweight,main
2024-04-04 17:55:19,Truist Securities,Hold,Hold,main
2024-03-18 12:35:44,Wedbush,Outperform,Outperform,main
2024-03-12 11:31:48,BMO Capital,Outperform,Market Perform,up
2024-02-26 18:35:13,Wedbush,Outperform,Neutral,up
2024-02-26 10:44:06,Wells Fargo,Overweight,Equal-Weight,up
2024-01-30 12:11:17,Deutsche Bank,Buy,,init
2023-11-28 17:14:59,Stifel,Hold,Hold,reit
2023-11-27 13:59:49,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-10-03 11:56:57,Wedbush,Neutral,,init
2023-09-28 11:26:21,Berenberg,Hold,,init
2023-09-20 09:29:21,Jefferies,Hold,,init
2023-05-11 12:45:47,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-03-29 11:04:38,Credit Suisse,Neutral,,main
2022-12-09 12:32:04,Credit Suisse,Neutral,Underperform,up
2022-09-26 13:59:03,Truist Securities,Hold,,main
2022-06-21 10:31:54,BMO Capital,Market Perform,Outperform,down
2022-04-19 11:02:36,BMO Capital,Outperform,,main
2022-02-01 17:09:02,Credit Suisse,Underperform,,init
2022-01-07 11:38:15,BMO Capital,Outperform,Market Perform,up
2021-07-23 12:11:50,Wells Fargo,Equal-Weight,,main
2021-06-18 10:59:46,BMO Capital,Market Perform,Underperform,up
2021-03-30 13:55:03,Capital One,Equal-Weight,Overweight,down
2021-01-13 12:29:02,Mizuho,Underperform,Neutral,down
2021-01-08 13:14:38,BMO Capital,Underperform,Market Perform,down
2020-12-14 09:53:34,Keybanc,Sector Weight,Underweight,up
2020-06-24 14:08:32,SunTrust Robinson Humphrey,Hold,,main
2020-06-17 12:14:59,Wells Fargo,Equal-Weight,,main
2020-05-22 09:49:48,Mizuho,Neutral,Buy,down
2020-05-14 10:09:07,Keybanc,Underweight,,main
2020-04-23 15:07:09,SunTrust Robinson Humphrey,Hold,,main
2020-04-21 10:15:33,Keybanc,Underweight,,main
2020-03-26 12:53:59,Wells Fargo,Equal-Weight,,main
2020-02-05 11:16:08,Berenberg,Buy,,init
2020-01-07 13:12:45,BMO Capital,Market Perform,Underperform,up
2019-02-20 12:07:12,BMO Capital,Underperform,Market Perform,down
2018-08-08 12:02:44,Cantor Fitzgerald,Neutral,Neutral,main
2018-05-31 12:47:02,Wells Fargo,Market Perform,Market Perform,main
2018-04-17 11:18:13,Keybanc,Underweight,Underweight,main
2017-12-19 21:28:32,Keybanc,Underweight,Sector Weight,down
2017-10-23 12:28:18,Capital One,Equal-Weight,,init
2017-10-11 10:39:54,SunTrust Robinson Humphrey,Hold,,init
2016-09-14 11:24:14,Stephens & Co.,Overweight,,init
2016-03-11 11:33:40,B of A Securities,Neutral,Underperform,up
2015-11-09 13:47:47,Stifel,Buy,,main
2015-09-21 10:30:04,Mizuho,Neutral,,main
2015-08-12 10:48:16,BMO Capital,Market Perform,,down
2015-08-07 15:00:00,Stifel,Buy,,main
2015-04-08 10:03:47,BMO Capital,Outperform,,init
2015-02-18 14:00:00,Stifel,Buy,,main
2015-01-13 05:00:00,JMP Securities,Market Perform,Market Outperform,down
2014-11-05 14:00:00,JMP Securities,Market Outperform,,main
2014-09-04 10:02:42,Mizuho,Neutral,,init
2014-08-05 14:47:16,Hilliard Lyons,Neutral,Underperform,up
2014-05-06 04:48:56,JMP Securities,Market Outperform,,main
2014-03-06 12:01:34,B of A Securities,Neutral,,main
2013-12-05 11:31:31,B of A Securities,Neutral,,init
2013-11-22 18:42:39,JMP Securities,Market Outperform,Market Perform,up
2013-02-19 13:23:01,BMO Capital,Market Perform,,main
2013-01-16 13:54:38,Wells Fargo,Market Perform,Outperform,down
2012-04-24 11:24:00,BMO Capital,Market Perform,,init
2012-02-16 18:57:00,Hilliard Lyons,Underperform,Neutral,down
