quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-03-31,-0.04,-0.02,-0.02,-1.0
2024-12-31,-0.03,-0.03,0.0,0.0
2024-09-30,-0.03,-0.02,-0.01,-0.5
2024-06-30,-0.02,-0.02,0.0,0.0
