,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.336848,0.316,0.107664,0.155,0.102012
Normalized EBITDA,35309000.0,22241000.0,12202000.0,34214000.0,33008000.0
Net Income From Continuing Operation Net Minority Interest,26666000.0,18987000.0,143742000.0,32765000.0,33389000.0
Reconciled Depreciation,2935000.0,2951000.0,5214000.0,2570000.0,2571000.0
Reconciled Cost Of Revenue,20734000.0,20392000.0,21803000.0,18857000.0,18230000.0
EBITDA,35309000.0,22241000.0,12202000.0,34214000.0,33008000.0
EBIT,32374000.0,19290000.0,6988000.0,31644000.0,30437000.0
Net Interest Income,7243000.0,7901000.0,7007000.0,6586000.0,6359000.0
Interest Income,7243000.0,7901000.0,7007000.0,6586000.0,6359000.0
Normalized Income,26666000.0,18987000.0,143742000.0,32765000.0,33389000.0
Net Income From Continuing And Discontinued Operation,26666000.0,18987000.0,143742000.0,32765000.0,33389000.0
Total Expenses,232192000.0,225027000.0,252614000.0,218757000.0,211526000.0
Total Operating Income As Reported,32374000.0,19290000.0,153503000.0,31644000.0,30437000.0
Diluted Average Shares,168681000.0,167668000.0,166696000.0,166178000.0,166174000.0
Basic Average Shares,167827000.0,166808000.0,166535000.0,165974000.0,165551000.0
Diluted EPS,0.16,0.11,0.86,0.2,0.2
Basic EPS,0.16,0.11,0.86,0.2,0.2
Diluted NI Availto Com Stockholders,26666000.0,18987000.0,143742000.0,32765000.0,33389000.0
Net Income Common Stockholders,26666000.0,18987000.0,143742000.0,32765000.0,33389000.0
Net Income,26666000.0,18987000.0,143742000.0,32765000.0,33389000.0
Net Income Including Noncontrolling Interests,26666000.0,18987000.0,143742000.0,32765000.0,33389000.0
Net Income Continuous Operations,26666000.0,18987000.0,143742000.0,32765000.0,33389000.0
Tax Provision,13545000.0,8792000.0,17343000.0,6041000.0,3793000.0
Pretax Income,40211000.0,27779000.0,161085000.0,38806000.0,37182000.0
Other Income Expense,594000.0,588000.0,147090000.0,576000.0,386000.0
Other Non Operating Income Expenses,594000.0,588000.0,575000.0,576000.0,386000.0
Net Non Operating Interest Income Expense,7243000.0,7901000.0,7007000.0,6586000.0,6359000.0
Interest Income Non Operating,7243000.0,7901000.0,7007000.0,6586000.0,6359000.0
Operating Income,32374000.0,19290000.0,6988000.0,31644000.0,30437000.0
Operating Expense,211458000.0,204635000.0,230811000.0,199900000.0,193296000.0
Research And Development,77951000.0,78265000.0,100731000.0,66606000.0,76233000.0
Selling General And Administration,133507000.0,126370000.0,130080000.0,133294000.0,117063000.0
Gross Profit,243832000.0,223925000.0,237799000.0,231544000.0,223733000.0
Cost Of Revenue,20734000.0,20392000.0,21803000.0,18857000.0,18230000.0
Total Revenue,264566000.0,244317000.0,259602000.0,250401000.0,241963000.0
Operating Revenue,264566000.0,244317000.0,259602000.0,250401000.0,241963000.0
