,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-84793155.51082,-1009887.936717,-49509708.737864,39780581.459133,0.0,,
Tax Rate For Calcs,0.290388,0.252472,0.150485,0.268788,0.275354,,
Total Unusual Items,-292000000.0,-4000000.0,-329000000.0,148000000.0,,-12000000.0,
Total Unusual Items Excluding Goodwill,-292000000.0,-4000000.0,-329000000.0,148000000.0,,-12000000.0,
Net Income From Continuing Operation Net Minority Interest,1385000000.0,1134000000.0,644000000.0,1363000000.0,1210000000.0,,
Net Interest Income,3274000000.0,3204000000.0,3152000000.0,3079000000.0,3001000000.0,,
Interest Income,12163000000.0,3204000000.0,22163000000.0,-6310000000.0,12390000000.0,,
Normalized Income,1592206844.48918,1136990112.063283,923490291.262136,1254780581.459133,1210000000.0,,
Net Income From Continuing And Discontinued Operation,1385000000.0,1134000000.0,644000000.0,1363000000.0,1210000000.0,,
Diluted Average Shares,,15147250000.0,,,,15976500000.0,
Basic Average Shares,,15147250000.0,,,,15976500000.0,
Diluted EPS,,0.068,,,,0.068,
Basic EPS,,0.068,,,,0.068,
Diluted NI Availto Com Stockholders,1268000000.0,1006000000.0,568000000.0,1210000000.0,1076000000.0,,
Net Income Common Stockholders,1268000000.0,1006000000.0,568000000.0,1210000000.0,1076000000.0,,
Otherunder Preferred Stock Dividend,117000000.0,128000000.0,76000000.0,153000000.0,134000000.0,,
Net Income,1385000000.0,1134000000.0,644000000.0,1363000000.0,1210000000.0,,
Minority Interests,,-13000000.0,,,-19000000.0,-11000000.0,-7000000.0
Net Income Including Noncontrolling Interests,1410000000.0,1134000000.0,700000000.0,1333000000.0,1229000000.0,,
Net Income Continuous Operations,1410000000.0,1134000000.0,700000000.0,1333000000.0,1229000000.0,,
Tax Provision,577000000.0,383000000.0,124000000.0,490000000.0,467000000.0,,
Pretax Income,1987000000.0,1517000000.0,824000000.0,1823000000.0,1696000000.0,,
Special Income Charges,-292000000.0,-4000000.0,-396000000.0,148000000.0,,-12000000.0,
Restructuring And Mergern Acquisition,290000000.0,4000000.0,346000000.0,-193000000.0,,12000000.0,
Operating Expense,2584000000.0,2864000000.0,3729000000.0,2449000000.0,2885000000.0,,
Other Operating Expenses,-1599000000.0,2864000000.0,-4437000000.0,6577000000.0,-1243000000.0,,
Total Revenue,4996000000.0,4695000000.0,5126000000.0,4283000000.0,4807000000.0,,
Operating Revenue,4996000000.0,4695000000.0,5126000000.0,4283000000.0,4807000000.0,,
