,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.27,0.266,0.242647,0.241,0.304
Normalized EBITDA,441000000.0,407000000.0,420000000.0,508000000.0,443000000.0
Net Income From Continuing Operation Net Minority Interest,216000000.0,193000000.0,206000000.0,274000000.0,206000000.0
Reconciled Depreciation,122000000.0,121000000.0,129000000.0,124000000.0,123000000.0
Reconciled Cost Of Revenue,2189000000.0,2015000000.0,2537000000.0,2194000000.0,2137000000.0
EBITDA,441000000.0,407000000.0,420000000.0,508000000.0,443000000.0
EBIT,319000000.0,286000000.0,291000000.0,384000000.0,320000000.0
Net Interest Income,4000000.0,3000000.0,13000000.0,6000000.0,3000000.0
Interest Expense,23000000.0,23000000.0,19000000.0,23000000.0,24000000.0
Interest Income,27000000.0,26000000.0,32000000.0,29000000.0,27000000.0
Normalized Income,216000000.0,193000000.0,206000000.0,274000000.0,206000000.0
Net Income From Continuing And Discontinued Operation,216000000.0,193000000.0,206000000.0,274000000.0,206000000.0
Total Expenses,3433000000.0,3203000000.0,3890000000.0,3474000000.0,3427000000.0
Total Operating Income As Reported,292000000.0,260000000.0,259000000.0,355000000.0,293000000.0
Diluted Average Shares,379000000.0,382000000.0,384000000.0,383000000.0,383000000.0
Basic Average Shares,373000000.0,375000000.0,377000000.0,377000000.0,376000000.0
Diluted EPS,0.57,0.51,0.54,0.72,0.54
Basic EPS,0.58,0.51,0.55,0.73,0.55
Diluted NI Availto Com Stockholders,216000000.0,193000000.0,206000000.0,274000000.0,206000000.0
Net Income Common Stockholders,216000000.0,193000000.0,206000000.0,274000000.0,206000000.0
Net Income,216000000.0,193000000.0,206000000.0,274000000.0,206000000.0
Net Income Including Noncontrolling Interests,216000000.0,193000000.0,206000000.0,274000000.0,206000000.0
Net Income Continuous Operations,216000000.0,193000000.0,206000000.0,274000000.0,206000000.0
Tax Provision,80000000.0,70000000.0,66000000.0,87000000.0,90000000.0
Pretax Income,296000000.0,263000000.0,272000000.0,361000000.0,296000000.0
Net Non Operating Interest Income Expense,4000000.0,3000000.0,13000000.0,6000000.0,3000000.0
Interest Expense Non Operating,23000000.0,23000000.0,19000000.0,23000000.0,24000000.0
Interest Income Non Operating,27000000.0,26000000.0,32000000.0,29000000.0,27000000.0
Operating Income,292000000.0,260000000.0,259000000.0,355000000.0,293000000.0
Operating Expense,1244000000.0,1188000000.0,1353000000.0,1280000000.0,1290000000.0
Gross Profit,1536000000.0,1448000000.0,1612000000.0,1635000000.0,1583000000.0
Cost Of Revenue,2189000000.0,2015000000.0,2537000000.0,2194000000.0,2137000000.0
Total Revenue,3725000000.0,3463000000.0,4149000000.0,3829000000.0,3720000000.0
Operating Revenue,3725000000.0,3463000000.0,4149000000.0,3829000000.0,3720000000.0
