,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.234842,0.233781,0.162424,0.232,0.223402
Normalized EBITDA,852244000.0,828906000.0,547816000.0,570816000.0,788755000.0
Net Income From Continuing Operation Net Minority Interest,411426000.0,391928000.0,191217000.0,196529000.0,374190000.0
Reconciled Depreciation,256816000.0,252793000.0,253610000.0,247014000.0,238793000.0
Reconciled Cost Of Revenue,7366069000.0,7204691000.0,7274929000.0,7247128000.0,7150882000.0
EBITDA,852244000.0,828906000.0,547816000.0,570816000.0,788755000.0
EBIT,595428000.0,576113000.0,294206000.0,323802000.0,549962000.0
Net Interest Income,-57727000.0,-64604000.0,-65908000.0,-67849000.0,-68130000.0
Interest Expense,57727000.0,64604000.0,65908000.0,67849000.0,68130000.0
Normalized Income,411426000.0,391928000.0,191217000.0,196529000.0,374190000.0
Net Income From Continuing And Discontinued Operation,411426000.0,391928000.0,191217000.0,196529000.0,374190000.0
Total Expenses,10132309000.0,9859866000.0,10010292000.0,9859626000.0,9660399000.0
Total Operating Income As Reported,595428000.0,576113000.0,294206000.0,323802000.0,549962000.0
Diluted Average Shares,220854000.0,220135000.0,219996000.0,219997000.0,220065000.0
Basic Average Shares,220090000.0,219986000.0,219934000.0,219921000.0,219904000.0
Diluted EPS,1.86,1.78,0.87,0.89,1.7
Basic EPS,1.87,1.78,0.87,0.89,1.7
Diluted NI Availto Com Stockholders,411426000.0,391928000.0,191217000.0,196529000.0,374190000.0
Net Income Common Stockholders,411426000.0,391928000.0,191217000.0,196529000.0,374190000.0
Net Income,411426000.0,391928000.0,191217000.0,196529000.0,374190000.0
Net Income Including Noncontrolling Interests,411426000.0,391928000.0,191217000.0,196529000.0,374190000.0
Net Income Continuous Operations,411426000.0,391928000.0,191217000.0,196529000.0,374190000.0
Tax Provision,126275000.0,119581000.0,37081000.0,59424000.0,107642000.0
Pretax Income,537701000.0,511509000.0,228298000.0,255953000.0,481832000.0
Net Non Operating Interest Income Expense,-57727000.0,-64604000.0,-65908000.0,-67849000.0,-68130000.0
Interest Expense Non Operating,57727000.0,64604000.0,65908000.0,67849000.0,68130000.0
Operating Income,595428000.0,576113000.0,294206000.0,323802000.0,549962000.0
Operating Expense,2766240000.0,2655175000.0,2735363000.0,2612498000.0,2509517000.0
Selling General And Administration,2766240000.0,2655175000.0,2735363000.0,2612498000.0,2509517000.0
Gross Profit,3361668000.0,3231288000.0,3029569000.0,2936300000.0,3059479000.0
Cost Of Revenue,7366069000.0,7204691000.0,7274929000.0,7247128000.0,7150882000.0
Total Revenue,10727737000.0,10435979000.0,10304498000.0,10183428000.0,10210361000.0
Operating Revenue,10727737000.0,10435979000.0,10304498000.0,10183428000.0,10210361000.0
