GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-26 16:05:44,Barclays,Overweight,Overweight,main
2024-07-26 15:02:09,Wedbush,Outperform,Outperform,main
2024-07-26 14:02:01,Piper Sandler,Overweight,Overweight,main
2024-07-26 11:54:03,"Keefe, Bruyette & Woods",Market Perform,Market Perform,reit
2024-07-22 09:27:18,"Keefe, Bruyette & Woods",Market Perform,Outperform,down
2024-07-10 12:50:46,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-04-25 18:27:21,Barclays,Overweight,Overweight,main
2024-04-25 17:04:11,Deutsche Bank,Buy,Buy,main
2024-04-25 13:25:32,"Keefe, Bruyette & Woods",Outperform,Outperform,reit
2024-04-25 12:25:47,Wedbush,Outperform,Outperform,main
2024-04-19 14:21:38,Jefferies,Hold,Hold,main
2024-04-09 14:37:02,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-04-09 11:45:19,Barclays,Overweight,Overweight,main
2024-02-12 18:55:05,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-02-12 17:16:19,Barclays,Overweight,Overweight,main
2024-02-12 13:21:58,Wedbush,Outperform,Outperform,main
2024-01-10 11:15:03,Deutsche Bank,Buy,,init
2023-12-13 15:34:24,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2023-12-06 12:08:34,UBS,Buy,,init
2023-11-15 17:30:17,Barclays,Overweight,,init
2023-10-26 18:54:13,Piper Sandler,Overweight,Overweight,main
2023-10-02 08:32:56,"Keefe, Bruyette & Woods",Outperform,Market Perform,up
2023-09-19 15:17:56,Compass Point,Buy,Buy,main
2023-07-27 18:41:41,"Keefe, Bruyette & Woods",Market Perform,Market Perform,main
2023-07-27 13:13:18,Credit Suisse,Outperform,Outperform,main
2023-07-27 12:17:23,Wedbush,Outperform,Outperform,main
2023-05-12 12:35:10,Credit Suisse,Outperform,Outperform,main
2023-04-27 12:09:30,Wedbush,Outperform,,reit
2023-02-13 13:17:02,Credit Suisse,Outperform,,reit
2023-02-13 11:34:46,Barclays,Equal-Weight,,main
2022-11-10 11:55:03,Piper Sandler,Overweight,,main
2022-10-17 12:15:49,Barclays,Equal-Weight,,main
2022-07-11 12:55:07,Barclays,Equal-Weight,,main
2022-05-26 11:47:19,Barclays,Equal-Weight,,main
2022-04-21 10:18:44,BTIG,Neutral,,init
2022-04-12 13:01:12,Barclays,Equal-Weight,,main
2022-02-14 11:35:00,Credit Suisse,Outperform,,main
2022-02-14 11:26:47,Piper Sandler,Overweight,,main
2022-01-10 14:20:07,Barclays,Equal-Weight,,main
2021-10-29 12:52:52,Credit Suisse,Outperform,,main
2021-07-30 12:44:54,Credit Suisse,Outperform,,main
2021-04-21 12:22:29,Barclays,Equal-Weight,Overweight,down
2021-04-06 11:38:55,"Keefe, Bruyette & Woods",Market Perform,Outperform,down
2021-02-24 13:44:23,Credit Suisse,Outperform,,main
2021-02-19 13:40:54,Credit Suisse,Outperform,,main
2020-10-28 13:32:09,Credit Suisse,Outperform,,main
2020-10-20 09:45:40,Compass Point,Buy,,init
2020-10-09 11:55:17,Barclays,Overweight,,main
2020-08-10 12:33:39,Credit Suisse,Outperform,,main
2020-06-02 13:50:53,Piper Sandler,Overweight,,main
2020-05-15 11:25:06,Wedbush,Outperform,Neutral,up
2020-05-01 11:56:38,Wedbush,Neutral,,main
2020-04-13 12:49:48,Credit Suisse,Outperform,,main
2020-04-07 12:15:27,Wedbush,Neutral,Outperform,down
2019-08-02 15:07:22,Wedbush,Outperform,,main
2019-03-20 11:07:45,Piper Sandler,Underweight,Neutral,down
