quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.61,0.481,0.13,0.2682
2025-03-31,0.46,0.4005,0.06,0.1486
2024-12-31,0.43,0.4755,-0.05,-0.095699996
2024-09-30,0.43,0.5285,-0.1,-0.1864
