,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.247531,0.26,0.12,0.238772,0.252007
Normalized EBITDA,61866000.0,60637000.0,37327000.0,57913000.0,58997000.0
Net Income From Continuing Operation Net Minority Interest,48234000.0,46330000.0,34763000.0,46052000.0,46223000.0
Reconciled Depreciation,1742000.0,1718000.0,1755000.0,1797000.0,1709000.0
Reconciled Cost Of Revenue,198374000.0,195199000.0,181907000.0,194629000.0,206428000.0
EBITDA,61866000.0,60637000.0,37327000.0,57913000.0,58997000.0
EBIT,60124000.0,58919000.0,35572000.0,56116000.0,57288000.0
Net Interest Income,3977000.0,3555000.0,3865000.0,4381000.0,4508000.0
Interest Income,3977000.0,3555000.0,3865000.0,4381000.0,4508000.0
Normalized Income,48234000.0,46330000.0,34763000.0,46052000.0,46223000.0
Net Income From Continuing And Discontinued Operation,48234000.0,46330000.0,34763000.0,46052000.0,46223000.0
Total Expenses,226149000.0,219712000.0,205859000.0,218947000.0,230880000.0
Total Operating Income As Reported,60124000.0,58919000.0,35572000.0,56116000.0,57288000.0
Diluted Average Shares,12175000.0,12174000.0,12152000.0,12211000.0,12205000.0
Basic Average Shares,12071000.0,12069000.0,12037000.0,11999000.0,11998000.0
Diluted EPS,3.96,3.81,2.86,3.77,3.79
Basic EPS,4.0,3.84,2.89,3.84,3.85
Diluted NI Availto Com Stockholders,48234000.0,46330000.0,34763000.0,46052000.0,46223000.0
Net Income Common Stockholders,48234000.0,46330000.0,34763000.0,46052000.0,46223000.0
Net Income,48234000.0,46330000.0,34763000.0,46052000.0,46223000.0
Net Income Including Noncontrolling Interests,48234000.0,46330000.0,34763000.0,46052000.0,46223000.0
Net Income Continuous Operations,48234000.0,46330000.0,34763000.0,46052000.0,46223000.0
Tax Provision,15867000.0,16144000.0,4674000.0,14445000.0,15573000.0
Pretax Income,64101000.0,62474000.0,39437000.0,60497000.0,61796000.0
Net Non Operating Interest Income Expense,3977000.0,3555000.0,3865000.0,4381000.0,4508000.0
Interest Income Non Operating,3977000.0,3555000.0,3865000.0,4381000.0,4508000.0
Operating Income,60124000.0,58919000.0,35572000.0,56116000.0,57288000.0
Operating Expense,27775000.0,24513000.0,23952000.0,24318000.0,24452000.0
Research And Development,2659000.0,2746000.0,2476000.0,2746000.0,2430000.0
Selling General And Administration,25116000.0,21767000.0,21476000.0,21572000.0,22022000.0
Gross Profit,87899000.0,83432000.0,59524000.0,80434000.0,81740000.0
Cost Of Revenue,198374000.0,195199000.0,181907000.0,194629000.0,206428000.0
Total Revenue,286273000.0,278631000.0,241431000.0,275063000.0,288168000.0
Operating Revenue,286273000.0,278631000.0,241431000.0,275063000.0,288168000.0
