,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-8071400.853706,1107750000.0,66250000.0,113992775.919732,-19250000.0,
Tax Rate For Calcs,0.336308,0.25,0.25,0.339264,0.25,
Normalized EBITDA,28255000000.0,16643000000.0,14899000000.0,24956000000.0,19625000000.0,
Total Unusual Items,-24000000.0,4431000000.0,265000000.0,336000000.0,-77000000.0,
Total Unusual Items Excluding Goodwill,-24000000.0,4431000000.0,265000000.0,336000000.0,-77000000.0,
Net Income From Continuing Operation Net Minority Interest,5131000000.0,2360000000.0,-3879000000.0,4939000000.0,394000000.0,
Reconciled Depreciation,6047000000.0,5374000000.0,5233000000.0,5220000000.0,4843000000.0,
Reconciled Cost Of Revenue,6691000000.0,5368000000.0,2575000000.0,413000000.0,237000000.0,
EBITDA,28231000000.0,21074000000.0,15164000000.0,25292000000.0,19548000000.0,
EBIT,22184000000.0,15700000000.0,9931000000.0,20072000000.0,14705000000.0,
Net Interest Income,-13200000000.0,-13560000000.0,-11634000000.0,-11427000000.0,-11061000000.0,
Interest Expense,14453000000.0,12685000000.0,12877000000.0,12597000000.0,12215000000.0,
Interest Income,1253000000.0,399000000.0,1243000000.0,1170000000.0,1154000000.0,
Normalized Income,5146928599.146294,-963250000.0,-4077750000.0,4716992775.919732,451750000.0,
Net Income From Continuing And Discontinued Operation,5131000000.0,2360000000.0,-3879000000.0,4939000000.0,394000000.0,
Total Expenses,18781000000.0,14643000000.0,11163000000.0,9457000000.0,9892000000.0,
Diluted Average Shares,368270519.0,,365332726.0,365025281.0,363037886.0,365087667.0
Basic Average Shares,362788641.0,,362679847.0,362647876.0,362632768.0,362595364.0
Diluted EPS,13.74,,-10.617718,11.87,0.24,1.29
Basic EPS,13.95,,-9.47,11.94,0.24,1.3
Diluted NI Availto Com Stockholders,5131000000.0,2505000000.0,-3879000000.0,4939000000.0,394000000.0,
Net Income Common Stockholders,5131000000.0,2505000000.0,-3879000000.0,4939000000.0,394000000.0,
Net Income,5131000000.0,2360000000.0,-3879000000.0,4939000000.0,394000000.0,
Net Income Including Noncontrolling Interests,5131000000.0,3137000000.0,-3879000000.0,4939000000.0,394000000.0,
Net Income Continuous Operations,5131000000.0,3137000000.0,-3879000000.0,4939000000.0,394000000.0,
Tax Provision,2600000000.0,-122000000.0,933000000.0,2536000000.0,2096000000.0,
Pretax Income,7731000000.0,3015000000.0,-2946000000.0,7475000000.0,2490000000.0,
Other Income Expense,714000000.0,2173000000.0,1379000000.0,1624000000.0,632000000.0,
Other Non Operating Income Expenses,740000000.0,-2390000000.0,1145000000.0,1366000000.0,754000000.0,
Earnings From Equity Interest,-2000000.0,132000000.0,-31000000.0,-78000000.0,-45000000.0,
Gain On Sale Of Security,-24000000.0,76000000.0,265000000.0,336000000.0,-77000000.0,
Net Non Operating Interest Income Expense,-13200000000.0,-13560000000.0,-11634000000.0,-11427000000.0,-11061000000.0,
Interest Expense Non Operating,14453000000.0,12685000000.0,12877000000.0,12597000000.0,12215000000.0,
Interest Income Non Operating,1253000000.0,399000000.0,1243000000.0,1170000000.0,1154000000.0,
Operating Income,20217000000.0,14402000000.0,7309000000.0,17278000000.0,12919000000.0,
Operating Expense,12090000000.0,9275000000.0,8588000000.0,9044000000.0,9655000000.0,
Other Operating Expenses,4425000000.0,-7617000000.0,2539000000.0,2668000000.0,3375000000.0,
Depreciation Amortization Depletion Income Statement,6047000000.0,5374000000.0,5233000000.0,5220000000.0,4843000000.0,
Depreciation And Amortization In Income Statement,6047000000.0,5374000000.0,5233000000.0,5220000000.0,4843000000.0,
Selling General And Administration,1618000000.0,5091000000.0,816000000.0,1156000000.0,1437000000.0,
General And Administrative Expense,1618000000.0,5007000000.0,816000000.0,1156000000.0,1437000000.0,
Salaries And Wages,1618000000.0,1283000000.0,816000000.0,1156000000.0,1437000000.0,
Gross Profit,32307000000.0,23677000000.0,15897000000.0,26322000000.0,22574000000.0,
Cost Of Revenue,6691000000.0,5368000000.0,2575000000.0,413000000.0,237000000.0,
Total Revenue,38998000000.0,29045000000.0,18472000000.0,26735000000.0,22811000000.0,
Operating Revenue,38998000000.0,28695000000.0,18472000000.0,26735000000.0,22811000000.0,
