quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2021-09-30,-0.07893,-0.12,0.04,0.3423
2021-06-30,-0.093,-0.12,0.03,0.225
2021-03-31,-0.10406,-0.06,-0.04,-0.7343
2020-12-31,-0.04506,-0.05,0.0,0.0988
