quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-07-31,4.33,4.23777,0.09,0.0218
2025-04-30,2.92,2.87735,0.04,0.0148
2025-01-31,1.93,1.84094,0.09,0.0484
2024-10-31,2.89,2.81206,0.08,0.0277
