GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-29 12:48:26,DA Davidson,Buy,Buy,main
2024-07-26 14:41:38,RBC Capital,Outperform,Outperform,main
2024-07-26 10:44:31,Needham,Buy,Buy,main
2024-07-18 13:02:01,DA Davidson,Buy,Buy,main
2024-04-29 15:05:05,Jefferies,Hold,Hold,main
2024-04-26 10:39:44,Needham,Buy,Buy,main
2024-04-16 15:00:45,DA Davidson,Buy,Buy,main
2024-02-15 16:33:48,Citigroup,Buy,Buy,main
2024-02-14 20:00:10,UBS,Buy,Buy,main
2024-02-14 15:48:00,RBC Capital,Outperform,Outperform,main
2024-02-14 13:29:15,Truist Securities,Hold,Hold,main
2024-02-14 10:36:58,Needham,Buy,Buy,main
2023-11-07 13:45:14,UBS,Buy,,init
2023-10-27 15:48:55,DA Davidson,Buy,Buy,main
2023-10-27 13:45:46,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-10-27 10:21:10,Needham,Buy,Buy,main
2023-07-31 19:28:57,DA Davidson,Buy,Buy,main
2023-07-28 14:46:00,Credit Suisse,Outperform,Outperform,main
2023-07-28 12:20:06,Raymond James,Strong Buy,Strong Buy,main
2023-07-28 11:06:19,Needham,Buy,Buy,reit
2023-04-28 12:38:10,Credit Suisse,Outperform,,main
2023-04-28 10:42:36,Needham,Buy,,main
2023-03-15 12:26:53,JP Morgan,Overweight,,init
2023-03-09 13:43:45,RBC Capital,Outperform,,reit
2023-02-08 15:40:25,Credit Suisse,Outperform,,main
2023-02-08 13:47:14,Raymond James,Strong Buy,,main
2023-02-08 11:03:44,Needham,Buy,,main
2023-01-27 13:18:00,DA Davidson,Buy,,main
2022-10-28 15:32:37,Morgan Stanley,Equal-Weight,,main
2022-10-28 14:48:37,RBC Capital,Outperform,,main
2022-10-28 12:45:45,Raymond James,Strong Buy,,main
2022-10-28 12:08:45,Credit Suisse,Outperform,,main
2022-10-28 10:41:14,Needham,Buy,,main
2022-07-28 15:05:41,RBC Capital,Outperform,,main
2022-07-28 14:38:32,Morgan Stanley,Equal-Weight,,main
2022-07-28 14:22:30,Raymond James,Strong Buy,,main
2022-07-28 13:56:16,UBS,Buy,,main
2022-07-28 13:00:27,Credit Suisse,Outperform,,main
2022-07-28 10:23:27,Needham,Buy,,main
2022-07-06 10:32:47,Piper Sandler,Overweight,,main
2022-04-29 12:27:31,RBC Capital,Outperform,,main
2022-04-29 10:18:18,Needham,Buy,,main
2022-04-05 11:17:10,Raymond James,Strong Buy,,main
2022-02-11 14:00:54,Morgan Stanley,Equal-Weight,,main
2022-01-07 12:03:54,Credit Suisse,Outperform,,init
2021-12-14 12:26:39,JP Morgan,Overweight,Neutral,up
2021-10-29 14:35:26,Raymond James,Strong Buy,,main
2021-10-29 14:23:09,Morgan Stanley,Equal-Weight,,main
2021-10-29 13:48:02,RBC Capital,Outperform,,main
2021-10-29 10:23:51,Needham,Buy,,main
2021-08-02 14:36:40,Truist Securities,Hold,,main
2021-07-29 15:09:57,RBC Capital,Outperform,,main
2021-07-29 14:23:47,Morgan Stanley,Equal-Weight,,main
2021-07-29 12:24:36,Raymond James,Strong Buy,,main
2021-04-27 13:09:29,DA Davidson,Buy,,main
2021-04-27 11:55:05,Morgan Stanley,Equal-Weight,,main
2021-04-27 11:18:25,Raymond James,Strong Buy,,main
2021-04-27 09:50:07,Needham,Buy,,main
2021-03-02 13:17:08,Morgan Stanley,Equal-Weight,,main
2021-02-11 14:23:30,Morgan Stanley,Equal-Weight,,main
2021-02-11 12:38:07,Raymond James,Strong Buy,,main
2020-12-18 13:59:15,Truist Securities,Hold,,init
2020-12-09 14:02:30,JP Morgan,Neutral,Overweight,down
2020-10-30 13:25:38,Morgan Stanley,Equal-Weight,,main
2020-10-29 14:10:49,Piper Sandler,Overweight,,main
2020-10-29 12:50:30,Raymond James,Strong Buy,,main
2020-10-29 11:05:51,Needham,Buy,,main
2020-07-30 13:07:33,Citigroup,Buy,,main
2020-07-29 18:17:15,JP Morgan,Overweight,,main
2020-07-29 17:07:10,Piper Sandler,Overweight,,main
2020-07-29 14:15:19,Credit Suisse,Outperform,,main
2020-07-29 14:01:18,Raymond James,Strong Buy,,main
2020-07-29 11:39:54,Rosenblatt,Buy,,main
2020-07-29 09:57:22,Needham,Buy,,main
2020-05-01 16:29:08,UBS,Buy,,main
2020-05-01 12:37:08,Morgan Stanley,Equal-Weight,,main
2020-05-01 10:58:53,Needham,Buy,,main
2020-03-26 12:09:59,Citigroup,Buy,,main
2020-02-13 13:23:37,Credit Suisse,Outperform,,main
2020-02-13 12:22:56,Needham,Buy,Strong Buy,down
2020-02-13 12:21:04,Raymond James,Strong Buy,,main
2020-01-22 13:07:51,Citigroup,Buy,,main
2020-01-13 12:51:47,Credit Suisse,Outperform,,main
2020-01-13 11:49:58,BTIG,Buy,,init
2020-01-08 15:01:45,DA Davidson,Buy,,main
2019-11-05 13:13:59,Wells Fargo,Buy,,main
2019-11-04 12:48:52,UBS,Buy,,main
2019-11-01 12:25:31,Morgan Stanley,Equal-Weight,,main
2019-11-01 12:07:48,Raymond James,Strong Buy,,main
2019-10-18 12:21:41,DA Davidson,Buy,Neutral,up
2019-07-30 14:03:32,Credit Suisse,Outperform,,main
2019-07-30 12:01:58,Buckingham Research,Buy,,main
2019-07-30 11:23:21,Raymond James,Strong Buy,,main
2019-07-30 11:05:31,DA Davidson,Neutral,Buy,down
2019-05-01 10:29:41,Jefferies,Hold,Buy,down
2019-04-17 14:42:17,DA Davidson,Buy,Buy,main
2019-04-09 14:28:38,UBS,Buy,Buy,main
2019-01-25 12:26:47,Buckingham Research,Buy,,init
2019-01-08 15:34:46,UBS,Buy,Buy,main
2019-01-02 12:43:07,Raymond James,Strong Buy,Strong Buy,main
2018-11-20 12:22:38,Raymond James,Strong Buy,Strong Buy,main
2018-11-16 13:31:19,DA Davidson,Buy,Neutral,up
2018-09-10 13:06:33,DA Davidson,Neutral,Neutral,main
2018-09-10 11:13:42,Deutsche Bank,Buy,Hold,up
2018-05-31 12:16:36,Credit Suisse,Outperform,,init
2018-05-21 12:45:13,Deutsche Bank,Hold,Hold,main
2018-01-16 14:09:54,William Blair,Market Perform,Outperform,down
2017-12-12 12:23:35,JP Morgan,Neutral,Overweight,down
2017-11-21 12:09:07,Raymond James,Strong Buy,Outperform,up
2017-10-26 12:00:12,Morgan Stanley,Overweight,,main
2017-09-15 10:49:37,DA Davidson,Buy,,init
2017-07-14 13:49:22,Deutsche Bank,Hold,,main
2017-04-06 10:34:12,UBS,Buy,,init
2017-02-16 13:33:46,Macquarie,Outperform,Neutral,up
2016-09-27 08:06:50,Morgan Stanley,Overweight,Equal-Weight,up
2016-07-28 17:07:53,Morgan Stanley,Equal-Weight,,main
2016-07-12 01:30:36,Deutsche Bank,Hold,,main
