quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.61,-0.618,0.01,0.0128999995
2025-03-31,-0.51,-0.74,0.23,0.3108
2024-12-31,-0.6,-0.832,0.23,0.27879998
2024-09-30,-0.89,-1.132,0.24,0.2138
