,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-1290318.183878,-1197210.0,3736320.0,-4681110.0,1352610.0,,
Tax Rate For Calcs,0.387716,0.21,0.21,0.21,0.21,,
Normalized EBITDA,90438000.0,57484000.0,52780000.0,41552000.0,44618000.0,,
Total Unusual Items,-3328000.0,-5701000.0,17792000.0,-22291000.0,6441000.0,,
Total Unusual Items Excluding Goodwill,-3328000.0,-5701000.0,17792000.0,-22291000.0,6441000.0,,
Net Income From Continuing Operation Net Minority Interest,27025000.0,5193000.0,29180000.0,-42843000.0,13906000.0,,
Reconciled Depreciation,6969000.0,6946000.0,7203000.0,7348000.0,7467000.0,,
Reconciled Cost Of Revenue,374401000.0,371314000.0,343393000.0,344563000.0,342057000.0,,
EBITDA,87110000.0,51783000.0,70572000.0,19261000.0,51059000.0,,
EBIT,80141000.0,44837000.0,63369000.0,11913000.0,43592000.0,,
Net Interest Income,-35874000.0,-36203000.0,-37896000.0,-39145000.0,-39518000.0,,
Interest Expense,36003000.0,34689000.0,36434000.0,39245000.0,39613000.0,,
Interest Income,129000.0,132000.0,201000.0,100000.0,95000.0,,
Normalized Income,29062681.816122,9696790.0,15124320.0,-25233110.0,8817610.0,,
Net Income From Continuing And Discontinued Operation,27025000.0,5193000.0,29180000.0,-42843000.0,13906000.0,,
Total Expenses,506119000.0,507317000.0,472761000.0,474849000.0,467832000.0,,
Rent Expense Supplemental,2933000.0,3079000.0,3215000.0,3220000.0,3203000.0,,
Total Operating Income As Reported,80034000.0,51801000.0,45771000.0,34024000.0,37126000.0,,
Diluted Average Shares,210442000.0,206238000.0,203863000.0,193361000.0,196869000.0,,
Basic Average Shares,200968000.0,194671000.0,193369000.0,193361000.0,192600000.0,,
Diluted EPS,0.13,0.03,0.14,-0.22,0.07,,
Basic EPS,0.13,0.03,0.15,-0.22,0.07,,
Diluted NI Availto Com Stockholders,27025000.0,5193000.0,29180000.0,-42843000.0,13906000.0,,
Net Income Common Stockholders,27025000.0,5193000.0,29180000.0,-42843000.0,13906000.0,,
Net Income,27025000.0,5193000.0,29180000.0,-42843000.0,13906000.0,,
Net Income Including Noncontrolling Interests,27025000.0,5193000.0,29180000.0,-42843000.0,13906000.0,,
Net Income Continuous Operations,27025000.0,5193000.0,29180000.0,-42843000.0,13906000.0,,
Tax Provision,17113000.0,4955000.0,-2245000.0,15511000.0,-9927000.0,,
Pretax Income,44138000.0,10148000.0,26935000.0,-27332000.0,3979000.0,,
Other Income Expense,-3422000.0,-5556000.0,17720000.0,-22361000.0,6371000.0,,
Other Non Operating Income Expenses,-94000.0,145000.0,-72000.0,-70000.0,-70000.0,,
Special Income Charges,-3400000.0,-106000.0,-1340000.0,-150000.0,0.0,,
Impairment Of Capital Assets,,,0.0,0.0,,,0.0
Restructuring And Mergern Acquisition,3400000.0,106000.0,1340000.0,150000.0,0.0,,
Gain On Sale Of Security,72000.0,-5595000.0,19132000.0,-22141000.0,6441000.0,,
Net Non Operating Interest Income Expense,-35874000.0,-36203000.0,-37896000.0,-39145000.0,-39518000.0,,
Total Other Finance Cost,,1646000.0,1663000.0,,,1223000.0,1196000.0
Interest Expense Non Operating,36003000.0,34689000.0,36434000.0,39245000.0,39613000.0,,
Interest Income Non Operating,129000.0,132000.0,201000.0,100000.0,95000.0,,
Operating Income,83434000.0,51907000.0,47111000.0,34174000.0,37126000.0,,
Operating Expense,127366000.0,131651000.0,124611000.0,125525000.0,121141000.0,,
Other Operating Expenses,2219000.0,554000.0,2244000.0,4863000.0,1949000.0,,
Depreciation Amortization Depletion Income Statement,2617000.0,2594000.0,2446000.0,2587000.0,2833000.0,,
Depreciation And Amortization In Income Statement,2617000.0,2594000.0,2446000.0,2587000.0,2833000.0,,
Selling General And Administration,122530000.0,128503000.0,119921000.0,118075000.0,116359000.0,,
General And Administrative Expense,122530000.0,128503000.0,119921000.0,118075000.0,116359000.0,,
Other Gand A,96827000.0,98850000.0,94013000.0,94539000.0,92921000.0,,
Rent And Landing Fees,2933000.0,3079000.0,3215000.0,3220000.0,3203000.0,,
Salaries And Wages,22770000.0,26574000.0,22693000.0,20316000.0,20235000.0,,
Gross Profit,210800000.0,183558000.0,171722000.0,159699000.0,158267000.0,,
Cost Of Revenue,378753000.0,375666000.0,348150000.0,349324000.0,346691000.0,,
Total Revenue,589553000.0,559224000.0,519872000.0,509023000.0,504958000.0,,
Operating Revenue,589553000.0,559224000.0,519872000.0,509023000.0,504958000.0,,
