quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2011-03-31,-0.86,0.427,-1.29,-3.0141
2010-12-31,-2.05,0.409,-2.46,-6.0122
2010-09-30,0.22,0.571,-0.35,-0.6147
