,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-108399477.219585,-56136040.982334,134943310.219436,-78812302.238113,9371067.013064,,
Tax Rate For Calcs,0.13561,0.231833,0.156815,0.143991,0.155756,,
Normalized EBITDA,26592249000.0,16327703000.0,31552182000.0,29727144000.0,32504371000.0,,
Total Unusual Items,-799350000.0,-242140000.0,860526000.0,-547343000.0,60165000.0,,
Total Unusual Items Excluding Goodwill,-799350000.0,-242140000.0,860526000.0,-547343000.0,60165000.0,,
Net Income From Continuing Operation Net Minority Interest,30753457000.0,14741829000.0,27446637000.0,24980694000.0,32009355000.0,,
Reconciled Cost Of Revenue,45858933000.0,40947100000.0,47798376000.0,39709214000.0,33698098000.0,,
EBITDA,25792899000.0,16085563000.0,32412708000.0,29179801000.0,32564536000.0,,
EBIT,25792899000.0,16085563000.0,32412708000.0,29179801000.0,32564536000.0,,
Net Interest Income,10422628000.0,223125000.0,5233232000.0,5416080000.0,4855592000.0,,
Interest Expense,,,0.0,0.0,0.0,0.0,8155000.0
Interest Income,10422628000.0,223125000.0,5233232000.0,5416080000.0,4855592000.0,,
Normalized Income,31444407522.780415,14927832959.017666,26721054310.219437,25449224697.761887,31958561067.013065,,
Net Income From Continuing And Discontinued Operation,30753457000.0,14741829000.0,27446637000.0,24980694000.0,32009355000.0,,
Total Expenses,78191933000.0,79586612000.0,85017891000.0,75061943000.0,64494995000.0,,
Total Operating Income As Reported,25792899000.0,16085563000.0,25592215000.0,24292458000.0,32564536000.0,,
Diluted Average Shares,1481950000.0,1483081250.0,1481319500.0,1477448250.0,1481414750.0,,
Basic Average Shares,1396949250.0,1391950750.0,1389194000.0,1385908250.0,1383449000.0,,
Diluted EPS,20.76,9.96,18.52,16.92,21.6,,
Basic EPS,22.0,10.6,19.76,18.04,23.12,,
Diluted NI Availto Com Stockholders,30753457000.0,14741829000.0,27446637000.0,24980694000.0,32009355000.0,,
Net Income Common Stockholders,30753457000.0,14741829000.0,27446637000.0,24980694000.0,32009355000.0,,
Net Income,30753457000.0,14741829000.0,27446637000.0,24980694000.0,32009355000.0,,
Net Income Including Noncontrolling Interests,30753457000.0,14741829000.0,27446637000.0,24980694000.0,32009355000.0,,
Net Income Continuous Operations,30753457000.0,14741829000.0,27446637000.0,24980694000.0,32009355000.0,,
Earnings From Equity Interest Net Of Tax,37097000.0,-105180000.0,116725000.0,2513000.0,-49583000.0,,
Tax Provision,4818923000.0,4480831000.0,5082796000.0,4201620000.0,5914613000.0,,
Pretax Income,35535283000.0,19327840000.0,32412708000.0,29179801000.0,37973551000.0,,
Other Income Expense,-680244000.0,3019152000.0,1587261000.0,-528737000.0,553423000.0,,
Other Non Operating Income Expenses,119106000.0,3261292000.0,726735000.0,18606000.0,493258000.0,,
Gain On Sale Of Security,-799350000.0,-242140000.0,860526000.0,-547343000.0,60165000.0,,
Net Non Operating Interest Income Expense,10422628000.0,223125000.0,5233232000.0,5416080000.0,4855592000.0,,
Interest Expense Non Operating,,,0.0,0.0,0.0,0.0,8155000.0
Interest Income Non Operating,10422628000.0,223125000.0,5233232000.0,5416080000.0,4855592000.0,,
Operating Income,25792899000.0,16085563000.0,25592215000.0,24292458000.0,32564536000.0,,
Operating Expense,32333000000.0,38639512000.0,37219515000.0,35352729000.0,30796897000.0,,
Research And Development,3591279000.0,3577828000.0,3777178000.0,3063353000.0,2909210000.0,,
Selling General And Administration,28741721000.0,35061684000.0,33442337000.0,32289376000.0,27887687000.0,,
Selling And Marketing Expense,27209896000.0,33402741000.0,31356941000.0,30483800000.0,26049137000.0,,
General And Administrative Expense,1531825000.0,1658943000.0,2085396000.0,1805576000.0,1838550000.0,,
Other Gand A,1531825000.0,1658943000.0,2085396000.0,1805576000.0,1838550000.0,,
Gross Profit,58125899000.0,54725075000.0,62811730000.0,59645187000.0,63361433000.0,,
Cost Of Revenue,45858933000.0,40947100000.0,47798376000.0,39709214000.0,33698098000.0,,
Total Revenue,103984832000.0,95672175000.0,110610106000.0,99354401000.0,97059531000.0,,
Operating Revenue,103984832000.0,95672175000.0,110610106000.0,99354401000.0,97059531000.0,,
