quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.46,0.40766,0.05,0.1284
2025-03-31,0.46,0.42417,0.04,0.0845
2024-12-31,0.49,0.43242,0.06,0.13319999
2024-09-30,0.46,0.39508,0.06,0.16430001
