quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.69,0.64642,0.04,0.0674
2025-03-31,0.64,0.59273,0.05,0.0797
2024-12-31,0.64,0.67959,-0.04,-0.0583
2024-09-30,0.64,0.60544,0.03,0.0571
