,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.025316,0.045893,0.00845,0.036835,0.049536,,
Net Income From Continuing Operation Net Minority Interest,14630000.0,14054000.0,21357000.0,19611000.0,18746000.0,,
Net Interest Income,39103000.0,28756000.0,28573000.0,29768000.0,32094000.0,,
Interest Expense,21727000.0,18603000.0,17124000.0,16882000.0,16616000.0,,
Interest Income,60830000.0,47359000.0,45697000.0,46650000.0,48710000.0,,
Normalized Income,14630000.0,14054000.0,21357000.0,19611000.0,18746000.0,,
Net Income From Continuing And Discontinued Operation,14630000.0,14054000.0,21357000.0,19611000.0,18746000.0,,
Diluted Average Shares,72902981.0,57339759.0,,56446589.0,56365822.0,56330563.0,
Basic Average Shares,72902981.0,51923228.0,,50838569.0,50794941.0,50794941.0,
Diluted EPS,0.2,0.25,,0.35,0.33,0.52,
Basic EPS,0.2,0.25,,0.37,0.35,0.56,
Diluted NI Availto Com Stockholders,14630000.0,14054000.0,21357000.0,19611000.0,17871000.0,,
Average Dilution Earnings,,826000.0,875000.0,875000.0,,875000.0,875000.0
Net Income Common Stockholders,14630000.0,13228000.0,20482000.0,18736000.0,17871000.0,,
Preferred Stock Dividends,0.0,826000.0,875000.0,875000.0,875000.0,,
Net Income,14630000.0,14054000.0,21357000.0,19611000.0,18746000.0,,
Net Income Including Noncontrolling Interests,14630000.0,14054000.0,21357000.0,19611000.0,18746000.0,,
Net Income Continuous Operations,14630000.0,14054000.0,21357000.0,19611000.0,18746000.0,,
Tax Provision,380000.0,676000.0,182000.0,750000.0,977000.0,,
Pretax Income,15010000.0,14730000.0,21539000.0,20361000.0,19723000.0,,
Gain On Sale Of Security,-2828000.0,-18745000.0,-11852000.0,-11477000.0,4198000.0,,
Operating Expense,2325000.0,1947000.0,2094000.0,1758000.0,1597000.0,,
Selling General And Administration,2325000.0,1947000.0,2094000.0,1758000.0,1597000.0,,
General And Administrative Expense,2325000.0,1947000.0,2094000.0,1758000.0,1597000.0,,
Total Revenue,17335000.0,16677000.0,23633000.0,22119000.0,21320000.0,,
Operating Revenue,17335000.0,16677000.0,23633000.0,22119000.0,21320000.0,,
