,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.257,0.25,0.256,0.217918,0.229
Normalized EBITDA,82899000.0,66160000.0,90339000.0,92027000.0,83010000.0
Net Income From Continuing Operation Net Minority Interest,39680000.0,24459000.0,43105000.0,44635000.0,38057000.0
Reconciled Depreciation,34722000.0,34946000.0,34808000.0,37979000.0,34560000.0
Reconciled Cost Of Revenue,385189000.0,394145000.0,381054000.0,408604000.0,391244000.0
EBITDA,82899000.0,66160000.0,90339000.0,92027000.0,83010000.0
EBIT,48177000.0,31214000.0,55531000.0,54048000.0,48450000.0
Net Interest Income,2514000.0,2213000.0,2695000.0,2652000.0,1406000.0
Interest Income,2514000.0,2213000.0,2695000.0,2652000.0,1406000.0
Normalized Income,39680000.0,24459000.0,43105000.0,44635000.0,38057000.0
Net Income From Continuing And Discontinued Operation,39680000.0,24459000.0,43105000.0,44635000.0,38057000.0
Total Expenses,562601000.0,571005000.0,549377000.0,585819000.0,554878000.0
Total Operating Income As Reported,48177000.0,31214000.0,55531000.0,54048000.0,48450000.0
Diluted Average Shares,18607000.0,18649000.0,18666000.0,18683000.0,18705000.0
Basic Average Shares,18547000.0,18567000.0,18586000.0,18608000.0,18652000.0
Diluted EPS,2.13,1.31,2.31,2.39,2.03
Basic EPS,2.22,1.37,2.41,2.5,2.12
Diluted NI Availto Com Stockholders,39680000.0,24459000.0,43105000.0,44635000.0,38057000.0
Net Income Common Stockholders,39680000.0,24459000.0,43105000.0,44635000.0,38057000.0
Net Income,39680000.0,24459000.0,43105000.0,44635000.0,38057000.0
Net Income Including Noncontrolling Interests,39680000.0,24459000.0,43105000.0,44635000.0,38057000.0
Net Income Continuous Operations,39680000.0,24459000.0,43105000.0,44635000.0,38057000.0
Tax Provision,13715000.0,8174000.0,14831000.0,12437000.0,11277000.0
Pretax Income,53395000.0,32633000.0,57936000.0,57072000.0,49334000.0
Other Income Expense,2704000.0,-794000.0,-290000.0,372000.0,-522000.0
Other Non Operating Income Expenses,2704000.0,-794000.0,-290000.0,372000.0,-522000.0
Net Non Operating Interest Income Expense,2514000.0,2213000.0,2695000.0,2652000.0,1406000.0
Interest Income Non Operating,2514000.0,2213000.0,2695000.0,2652000.0,1406000.0
Operating Income,48177000.0,31214000.0,55531000.0,54048000.0,48450000.0
Operating Expense,177412000.0,176860000.0,168323000.0,177215000.0,163634000.0
Depreciation Amortization Depletion Income Statement,34722000.0,34946000.0,34808000.0,37979000.0,34560000.0
Depreciation And Amortization In Income Statement,34722000.0,34946000.0,34808000.0,37979000.0,34560000.0
Selling General And Administration,142690000.0,141914000.0,133515000.0,139236000.0,129074000.0
Gross Profit,225589000.0,208074000.0,223854000.0,231263000.0,212084000.0
Cost Of Revenue,385189000.0,394145000.0,381054000.0,408604000.0,391244000.0
Total Revenue,610778000.0,602219000.0,604908000.0,639867000.0,603328000.0
Operating Revenue,610778000.0,602219000.0,604908000.0,639867000.0,603328000.0
