quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,1.04,0.97753,0.06,0.0639
2025-03-31,1.06,1.07751,-0.02,-0.0163
2024-12-31,0.94,0.91504,0.02,0.0273
2024-09-30,0.9,0.95764,-0.06,-0.0602
