GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-06 15:24:23,Cantor Fitzgerald,Neutral,Underweight,up
2024-08-06 11:30:02,Needham,Hold,,reit
2024-07-22 17:37:23,Cantor Fitzgerald,Underweight,Underweight,reit
2024-07-17 15:34:31,Cantor Fitzgerald,Underweight,Underweight,reit
2024-07-15 14:45:46,Cantor Fitzgerald,Underweight,Underweight,reit
2024-07-08 17:58:11,Baird,Neutral,Neutral,reit
2024-07-01 15:46:40,Cantor Fitzgerald,Underweight,Underweight,reit
2024-05-08 13:22:42,Stifel,Hold,Hold,main
2024-05-07 11:41:24,Needham,Hold,,reit
2024-03-25 18:51:17,Morgan Stanley,Underweight,Underweight,main
2024-03-08 15:54:59,RBC Capital,Sector Perform,Sector Perform,main
2024-02-26 14:15:12,Stifel,Hold,Hold,main
2024-02-22 16:33:06,Baird,Neutral,Neutral,main
2024-02-22 16:32:19,B of A Securities,Neutral,Neutral,main
2024-02-22 12:25:41,Cantor Fitzgerald,Underweight,Neutral,down
2024-01-12 17:34:31,Cantor Fitzgerald,Neutral,Neutral,reit
2023-12-07 10:15:10,Stifel,Hold,,init
2023-11-27 13:07:29,Needham,Hold,Buy,down
2023-11-09 14:23:07,Morgan Stanley,Underweight,Underweight,main
2023-11-08 16:21:59,RF Lafferty,Hold,Buy,down
2023-11-08 15:49:39,Cantor Fitzgerald,Neutral,Overweight,down
2023-11-08 12:17:39,Needham,Buy,Buy,main
2023-09-19 12:58:03,RBC Capital,Sector Perform,Sector Perform,reit
2023-09-08 12:12:44,RBC Capital,Sector Perform,,init
2023-09-06 08:48:19,Baird,Neutral,,init
2023-08-11 14:14:28,Exane BNP Paribas,Underperform,Neutral,down
2023-08-09 16:23:42,Citigroup,Neutral,Neutral,main
2023-08-08 11:28:16,Needham,Buy,Buy,main
2023-07-13 13:47:11,Morgan Stanley,Underweight,Underweight,reit
2023-07-13 12:54:30,Cantor Fitzgerald,Overweight,Overweight,reit
2023-05-09 11:22:57,Cantor Fitzgerald,Outperform,,main
2023-05-09 11:05:44,Needham,Buy,,main
2023-05-09 11:00:51,B of A Securities,Neutral,,main
2023-03-02 12:27:35,Citigroup,Buy,,main
2023-02-23 15:30:51,RF Lafferty,Buy,,main
2023-02-23 13:26:22,Exane BNP Paribas,Neutral,Outperform,down
2023-02-23 12:10:19,Cantor Fitzgerald,Overweight,,main
2023-02-23 11:54:04,B of A Securities,Neutral,Buy,down
2023-01-25 13:31:38,Morgan Stanley,Underweight,,main
2022-11-30 09:57:52,Evercore ISI Group,In-Line,,init
2022-11-10 13:22:07,Morgan Stanley,Underweight,,main
2022-09-27 11:21:22,Cantor Fitzgerald,Overweight,,init
2022-09-15 08:40:21,Needham,Underperform,,init
2022-09-12 13:37:55,RF Lafferty,Buy,,init
2022-05-09 10:57:29,Citigroup,Buy,,main
2022-04-11 13:24:07,Exane BNP Paribas,Outperform,,init
2022-03-03 14:52:49,Morgan Stanley,Underweight,,main
2022-01-11 15:24:26,Redburn Partners,Neutral,,init
2021-12-20 12:25:17,Guggenheim,Neutral,,init
2021-09-15 11:26:06,B of A Securities,Buy,,init
2021-09-14 09:19:39,Morgan Stanley,Underweight,,init
2021-09-09 12:17:41,Citigroup,Buy,,init
