quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,-0.08439,-0.075,-0.01,-0.1252
2025-03-31,-0.07464,-0.09,0.02,0.1707
2024-12-31,-0.07,-0.08273,0.01,0.1539
2024-09-30,-0.0712,-0.09,0.02,0.20889999
