GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-26 10:41:10,Needham,Buy,Buy,reit
2024-07-23 09:32:29,Needham,Buy,Buy,reit
2024-07-01 10:49:58,Piper Sandler,Overweight,Overweight,main
2024-06-27 09:20:59,BMO Capital,Outperform,,init
2024-06-20 15:07:18,JMP Securities,Market Outperform,Market Outperform,reit
2024-06-20 13:01:38,Cantor Fitzgerald,Overweight,Overweight,reit
2024-06-19 09:46:21,Needham,Buy,Buy,reit
2024-06-18 21:12:10,Chardan Capital,Buy,Buy,main
2024-06-17 09:58:28,Needham,Buy,Buy,reit
2024-05-28 13:14:00,Cantor Fitzgerald,Overweight,Overweight,reit
2024-05-15 11:59:51,Cantor Fitzgerald,Overweight,Overweight,reit
2024-05-15 10:02:39,Needham,Buy,Buy,reit
2024-05-02 17:18:41,Needham,Buy,Buy,reit
2024-04-30 14:26:02,Cantor Fitzgerald,Overweight,Overweight,reit
2024-04-19 14:41:15,Cantor Fitzgerald,Overweight,Overweight,reit
2024-04-18 13:35:42,Cantor Fitzgerald,Overweight,Overweight,reit
2024-04-11 10:24:45,Needham,Buy,Buy,reit
2024-04-09 10:45:57,Piper Sandler,Overweight,,init
2024-03-21 15:36:16,Canaccord Genuity,Buy,Buy,reit
2024-03-21 08:48:50,Chardan Capital,Buy,Buy,main
2024-03-20 13:42:25,JMP Securities,Market Outperform,Market Outperform,reit
2024-03-20 12:56:28,Cantor Fitzgerald,Overweight,Overweight,reit
2024-03-20 11:02:08,Needham,Buy,Buy,main
2024-02-29 20:00:32,Needham,Buy,Buy,reit
2023-12-18 14:43:32,Cantor Fitzgerald,Overweight,Overweight,reit
2023-11-15 13:57:04,Cantor Fitzgerald,Overweight,Overweight,main
2023-09-20 15:55:50,Needham,Buy,Buy,reit
2023-09-20 14:05:28,Truist Securities,Buy,Buy,main
2023-09-20 13:51:55,Canaccord Genuity,Buy,Buy,main
2023-08-16 16:25:19,Canaccord Genuity,Buy,Buy,main
2023-08-15 14:31:40,Truist Securities,Buy,Buy,main
2023-08-15 14:16:33,JMP Securities,Market Outperform,Market Outperform,reit
2023-08-15 12:49:14,Baird,Outperform,Outperform,main
2023-08-15 11:25:39,Chardan Capital,Buy,Buy,reit
2023-08-15 08:13:27,Needham,Buy,Buy,main
2023-08-14 15:25:30,Cantor Fitzgerald,Overweight,Overweight,main
2023-07-06 12:12:35,Canaccord Genuity,Buy,Buy,reit
2023-06-30 08:33:41,Chardan Capital,Buy,,reit
2023-06-29 09:50:38,Needham,Buy,Buy,reit
2023-05-15 12:36:26,Truist Securities,Buy,Buy,main
2023-05-12 10:28:19,Needham,Buy,Buy,reit
