GradeDate,Firm,ToGrade,FromGrade,Action
2024-07-26 14:12:15,Wells Fargo,Overweight,Overweight,main
2024-07-25 16:50:12,RBC Capital,Outperform,Outperform,main
2024-07-25 16:28:20,Deutsche Bank,Buy,Buy,main
2024-07-25 14:17:06,JP Morgan,Neutral,Neutral,main
2024-07-25 13:31:13,"Keefe, Bruyette & Woods",Outperform,Outperform,main
2024-07-25 13:07:11,Wedbush,Outperform,Outperform,main
2024-06-04 17:52:09,TD Cowen,Buy,Buy,main
2024-05-16 12:38:27,Wedbush,Outperform,Outperform,reit
2024-04-25 16:28:10,JP Morgan,Neutral,Neutral,main
2024-04-25 16:20:46,RBC Capital,Outperform,Outperform,main
2024-04-25 12:22:39,Wedbush,Outperform,Outperform,main
2024-04-18 12:56:40,Wells Fargo,Overweight,Overweight,main
2024-04-03 11:33:13,JP Morgan,Neutral,Neutral,main
2024-01-25 16:46:31,RBC Capital,Outperform,Outperform,main
2024-01-16 17:18:07,Citigroup,Buy,Neutral,up
2024-01-10 12:33:53,Deutsche Bank,Buy,,init
2024-01-04 12:24:00,JP Morgan,Neutral,Overweight,down
2023-12-13 14:23:00,Stephens & Co.,Equal-Weight,Equal-Weight,main
2023-12-13 14:01:07,Wedbush,Outperform,Outperform,main
2023-12-08 11:31:29,Wells Fargo,Overweight,Equal-Weight,up
2023-11-15 09:26:57,Barclays,Overweight,,init
2023-11-01 09:17:25,TD Cowen,Outperform,,init
2023-10-27 13:44:37,Morgan Stanley,Overweight,Overweight,main
2023-10-26 12:54:22,Wedbush,Outperform,Outperform,main
2023-10-17 17:42:57,JP Morgan,Overweight,Overweight,main
2023-10-17 13:48:53,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-10-06 15:20:34,Citigroup,Neutral,Neutral,main
2023-10-03 15:28:35,Morgan Stanley,Overweight,Overweight,main
2023-07-28 15:53:12,Stephens & Co.,Equal-Weight,Equal-Weight,main
2023-07-27 12:15:40,Wedbush,Outperform,Outperform,reit
2023-07-13 13:57:59,Morgan Stanley,Overweight,Overweight,reit
2023-07-11 15:04:14,Compass Point,Buy,Buy,main
2023-04-28 13:42:25,Morgan Stanley,Overweight,,main
2023-04-27 14:26:19,Stephens & Co.,Equal-Weight,,reit
2023-04-27 12:07:54,Wedbush,Outperform,,main
2023-04-17 09:36:29,JP Morgan,Overweight,Neutral,up
2023-04-14 10:45:03,Compass Point,Buy,Neutral,up
2023-04-05 13:10:50,Morgan Stanley,Overweight,Underweight,up
2023-02-06 12:21:07,BMO Capital,Market Perform,,main
2023-02-03 14:40:38,Wells Fargo,Equal-Weight,Overweight,down
2023-02-03 13:47:54,Credit Suisse,Outperform,,main
2023-02-03 13:43:35,Morgan Stanley,Underweight,,main
2023-02-03 13:12:54,Citigroup,Neutral,,main
2023-02-03 11:57:54,Barclays,Overweight,,main
2022-11-11 14:03:13,Compass Point,Neutral,Buy,down
2022-10-28 14:25:58,Stephens & Co.,Equal-Weight,,main
2022-10-13 11:19:00,Citigroup,Neutral,Buy,down
2022-10-07 12:19:02,Morgan Stanley,Underweight,,init
2022-07-11 12:34:18,Barclays,Overweight,,main
2022-05-02 11:20:34,Citigroup,Buy,,main
2022-04-18 13:48:13,Stephens & Co.,Equal-Weight,Overweight,down
2021-10-22 13:25:06,RBC Capital,Outperform,,main
2021-10-22 12:13:53,Credit Suisse,Outperform,,main
2021-10-22 11:53:57,Stephens & Co.,Overweight,,main
2021-07-23 13:16:31,Credit Suisse,Outperform,,main
2021-01-29 15:25:46,Credit Suisse,Outperform,,main
2021-01-29 12:51:33,RBC Capital,Outperform,Sector Perform,up
2020-12-21 12:13:24,RBC Capital,Sector Perform,,init
2020-07-15 12:55:19,JP Morgan,Neutral,Overweight,down
2020-05-15 09:56:29,BMO Capital,Market Perform,Outperform,down
2020-01-24 12:40:15,Citigroup,Buy,,main
2019-10-25 12:41:25,BMO Capital,Outperform,,main
2019-07-26 11:49:55,Compass Point,Neutral,Buy,down
2018-12-12 15:51:29,Wells Fargo,Outperform,Outperform,main
2018-07-10 12:29:40,Stephens & Co.,Overweight,,init
2018-05-30 13:01:37,Wedbush,Outperform,Outperform,main
2018-04-25 13:17:43,BMO Capital,Market Perform,Market Perform,main
2018-04-04 12:47:48,Wells Fargo,Outperform,,init
2018-01-26 21:10:43,B of A Securities,Buy,Buy,main
2018-01-09 13:55:33,Oppenheimer,Outperform,,init
2017-10-17 12:56:53,Citigroup,Buy,,init
2017-01-30 21:25:43,Wedbush,Outperform,,init
2016-12-07 14:11:16,Jefferies,Buy,,init
2016-12-02 13:59:48,FBR Capital,Outperform,,init
2016-08-10 07:58:45,Goldman Sachs,Buy,,main
2016-07-14 11:31:06,Citigroup,Buy,,init
2016-03-21 21:18:26,DA Davidson,Buy,,init
2016-01-13 11:26:55,Goldman Sachs,Buy,Neutral,up
2015-11-30 12:07:46,JP Morgan,Overweight,,init
2015-04-24 13:00:00,BMO Capital,Market Perform,,main
2015-01-23 11:07:45,Goldman Sachs,Neutral,Buy,down
2014-11-04 10:39:02,Goldman Sachs,Buy,Neutral,up
2014-07-31 10:20:33,Janney Montgomery Scott,Buy,Neutral,up
2014-05-03 03:27:27,Barclays,Overweight,,main
2014-05-02 20:00:00,Janney Montgomery Scott,Neutral,,init
2014-05-01 12:00:00,Evercore ISI Group,Overweight,Equal-Weight,up
2014-05-01 11:01:21,Credit Suisse,Outperform,,init
2014-03-24 11:51:41,Compass Point,Buy,,main
2014-01-22 21:00:00,Goldman Sachs,Buy,,init
2014-01-21 13:00:00,Barclays,Overweight,,main
2013-07-19 10:55:24,Compass Point,Buy,,main
2013-05-30 12:44:00,Compass Point,Buy,,main
2013-05-30 11:52:40,Credit Suisse,Outperform,,main
2013-04-23 12:42:19,Evercore ISI Group,Equal-Weight,Overweight,down
2013-04-12 10:40:55,Compass Point,Buy,,main
2013-03-22 10:28:26,Credit Suisse,Outperform,,main
2013-03-06 13:44:30,Janney Montgomery Scott,Neutral,Buy,down
2013-02-06 11:25:24,Compass Point,Buy,,main
2012-10-11 11:48:00,Compass Point,Buy,,init
2012-10-02 16:25:00,Barclays,Overweight,,main
2012-07-20 12:34:00,Janney Montgomery Scott,Buy,Neutral,up
