,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.235988,0.224,0.309516,0.223,0.240054
Normalized EBITDA,97944000.0,95278000.0,101792000.0,95698000.0,86940000.0
Net Income From Continuing Operation Net Minority Interest,58709000.0,57505000.0,54513000.0,55253000.0,47410000.0
Reconciled Depreciation,13919000.0,13843000.0,13685000.0,14812000.0,14352000.0
Reconciled Cost Of Revenue,321446000.0,299984000.0,312063000.0,299970000.0,303550000.0
EBITDA,97944000.0,95278000.0,101792000.0,95698000.0,86940000.0
EBIT,84025000.0,81435000.0,88107000.0,80886000.0,72588000.0
Net Interest Income,-7182000.0,-7358000.0,-9158000.0,-9762000.0,-10202000.0
Interest Expense,7182000.0,7358000.0,9158000.0,9762000.0,10202000.0
Normalized Income,58709000.0,57505000.0,54513000.0,55253000.0,47410000.0
Net Income From Continuing And Discontinued Operation,58709000.0,57505000.0,54513000.0,55253000.0,47410000.0
Total Expenses,458478000.0,427618000.0,447024000.0,424502000.0,430499000.0
Total Operating Income As Reported,82481000.0,80074000.0,86748000.0,79271000.0,72452000.0
Diluted Average Shares,30680000.0,30810000.0,30778000.0,30739000.0,31071000.0
Basic Average Shares,30518000.0,30576000.0,30565855.0,30516759.0,30765672.0
Diluted EPS,1.91,1.87,1.77,1.8,1.53
Basic EPS,1.92,1.88,1.783461,1.810579,1.541003
Diluted NI Availto Com Stockholders,58709000.0,57505000.0,54513000.0,55253000.0,47410000.0
Net Income Common Stockholders,58709000.0,57505000.0,54513000.0,55253000.0,47410000.0
Net Income,58709000.0,57505000.0,54513000.0,55253000.0,47410000.0
Net Income Including Noncontrolling Interests,58709000.0,57505000.0,54513000.0,55253000.0,47410000.0
Net Income Continuous Operations,58709000.0,57505000.0,54513000.0,55253000.0,47410000.0
Tax Provision,18134000.0,16572000.0,24436000.0,15871000.0,14976000.0
Pretax Income,76843000.0,74077000.0,78949000.0,71124000.0,62386000.0
Other Income Expense,1544000.0,1361000.0,1359000.0,1615000.0,136000.0
Other Non Operating Income Expenses,1544000.0,1361000.0,1359000.0,1615000.0,136000.0
Net Non Operating Interest Income Expense,-7182000.0,-7358000.0,-9158000.0,-9762000.0,-10202000.0
Interest Expense Non Operating,7182000.0,7358000.0,9158000.0,9762000.0,10202000.0
Operating Income,82481000.0,80074000.0,86748000.0,79271000.0,72452000.0
Operating Expense,137032000.0,127634000.0,134961000.0,124532000.0,126949000.0
Selling General And Administration,137032000.0,127634000.0,134961000.0,124532000.0,126949000.0
Gross Profit,219513000.0,207708000.0,221709000.0,203803000.0,199401000.0
Cost Of Revenue,321446000.0,299984000.0,312063000.0,299970000.0,303550000.0
Total Revenue,540959000.0,507692000.0,533772000.0,503773000.0,502951000.0
Operating Revenue,540959000.0,507692000.0,533772000.0,503773000.0,502951000.0
