,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.243,0.188005,0.243,0.251,0.303279
Normalized EBITDA,25930000.0,36658000.0,30863000.0,18688000.0,7646000.0
Net Income From Continuing Operation Net Minority Interest,22550000.0,31369000.0,28010000.0,18198000.0,7882000.0
Reconciled Depreciation,1588000.0,3991000.0,531000.0,11000.0,1127000.0
Reconciled Cost Of Revenue,156797000.0,184861000.0,212681000.0,195910000.0,139738000.0
EBITDA,25930000.0,36658000.0,30863000.0,18688000.0,7646000.0
EBIT,24342000.0,32667000.0,30332000.0,18677000.0,6519000.0
Normalized Income,22550000.0,31369000.0,28010000.0,18198000.0,7882000.0
Net Income From Continuing And Discontinued Operation,22550000.0,31369000.0,28010000.0,18198000.0,7882000.0
Total Expenses,169318000.0,199807000.0,226676000.0,208338000.0,151163000.0
Total Operating Income As Reported,24342000.0,32667000.0,30332000.0,18677000.0,6519000.0
Diluted Average Shares,14112000.0,14135000.0,14034000.0,13880000.0,13572000.0
Basic Average Shares,13628000.0,13598000.0,13530000.0,13403000.0,13257000.0
Diluted EPS,1.6,2.22,2.0,1.31,0.58
Basic EPS,1.65,2.31,2.07,1.36,0.59
Diluted NI Availto Com Stockholders,22550000.0,31369000.0,28010000.0,18198000.0,7882000.0
Net Income Common Stockholders,22550000.0,31369000.0,28010000.0,18198000.0,7882000.0
Net Income,22550000.0,31369000.0,28010000.0,18198000.0,7882000.0
Net Income Including Noncontrolling Interests,22550000.0,31369000.0,28010000.0,18198000.0,7882000.0
Net Income Continuous Operations,22550000.0,31369000.0,28010000.0,18198000.0,7882000.0
Tax Provision,7236000.0,7263000.0,8968000.0,6083000.0,3431000.0
Pretax Income,29786000.0,38632000.0,36978000.0,24281000.0,11313000.0
Other Income Expense,5444000.0,5965000.0,6646000.0,5604000.0,4794000.0
Other Non Operating Income Expenses,5444000.0,5965000.0,6646000.0,5604000.0,4794000.0
Operating Income,24342000.0,32667000.0,30332000.0,18677000.0,6519000.0
Operating Expense,12521000.0,14946000.0,13995000.0,12428000.0,11425000.0
Selling General And Administration,12521000.0,14946000.0,13995000.0,12428000.0,11425000.0
Gross Profit,36863000.0,47613000.0,44327000.0,31105000.0,17944000.0
Cost Of Revenue,156797000.0,184861000.0,212681000.0,195910000.0,139738000.0
Total Revenue,193660000.0,232474000.0,257008000.0,227015000.0,157682000.0
Operating Revenue,193660000.0,232474000.0,257008000.0,227015000.0,157682000.0
