,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,34100709.779964,0.0,3271685.259891,2758464.547137,1245289.288221,,
Tax Rate For Calcs,0.199193,0.386528,0.247949,0.149486,0.176462,,
Normalized EBITDA,346785000.0,159239000.0,277895000.0,312832000.0,275851000.0,,
Total Unusual Items,171194000.0,21076000.0,13195000.0,18453000.0,7057000.0,,
Total Unusual Items Excluding Goodwill,171194000.0,21076000.0,13195000.0,18453000.0,7057000.0,,
Net Income From Continuing Operation Net Minority Interest,235289000.0,82793000.0,93771000.0,165459000.0,139640000.0,,
Reconciled Depreciation,176940000.0,125977000.0,139618000.0,114703000.0,101005000.0,,
Reconciled Cost Of Revenue,325346000.0,226503000.0,254678000.0,230007000.0,188671000.0,,
EBITDA,517979000.0,159239000.0,291090000.0,331285000.0,282908000.0,,
EBIT,341039000.0,159239000.0,151472000.0,216582000.0,181903000.0,,
Net Interest Income,-96388000.0,-7233000.0,-13682000.0,-11338000.0,-17087000.0,,
Interest Expense,47224000.0,24281000.0,26785000.0,22042000.0,12342000.0,,
Interest Income,274000.0,1056000.0,1375000.0,1360000.0,1319000.0,,
Normalized Income,98195709.779964,82793000.0,83847685.259891,149764464.547137,133828289.288221,,
Net Income From Continuing And Discontinued Operation,235289000.0,82793000.0,93771000.0,165459000.0,139640000.0,,
Total Expenses,390554000.0,296265000.0,346144000.0,274958000.0,217124000.0,,
Total Operating Income As Reported,360467000.0,142191000.0,129414000.0,187300000.0,179591000.0,,
Diluted Average Shares,108744460.0,96456618.0,102721610.0,99557121.0,100456945.0,,
Basic Average Shares,104263344.0,96456618.0,95223600.0,95745288.0,96690120.0,,
Diluted EPS,2.164,0.86,0.913,1.662,1.39,,
Basic EPS,2.257,0.86,0.985,1.728,1.444,,
Diluted NI Availto Com Stockholders,235289000.0,82793000.0,93771000.0,165459000.0,139640000.0,,
Net Income Common Stockholders,235289000.0,82793000.0,93771000.0,165459000.0,139640000.0,,
Net Income,235289000.0,82793000.0,93771000.0,165459000.0,139640000.0,,
Net Income Including Noncontrolling Interests,235289000.0,82793000.0,93771000.0,165459000.0,139640000.0,,
Net Income Continuous Operations,235289000.0,82793000.0,93771000.0,165459000.0,139640000.0,,
Tax Provision,58526000.0,52165000.0,30916000.0,29081000.0,29921000.0,,
Pretax Income,293815000.0,134958000.0,124687000.0,194540000.0,169561000.0,,
Other Income Expense,170215000.0,21076000.0,13195000.0,18453000.0,7057000.0,,
Special Income Charges,140479000.0,-666000.0,4240000.0,-125000.0,0.0,,
Gain On Sale Of Ppe,,,,0.0,0.0,,-89659000.0
Other Special Charges,,666000.0,-33000.0,125000.0,534000.0,62000.0,
Impairment Of Capital Assets,38252000.0,,,,0.0,,
Restructuring And Mergern Acquisition,-178731000.0,,0.0,0.0,0.0,0.0,
Earnings From Equity Interest,-979000.0,,,,0.0,,
Gain On Sale Of Security,30715000.0,21742000.0,8955000.0,18578000.0,7057000.0,,
Net Non Operating Interest Income Expense,-96388000.0,-7233000.0,-13682000.0,-11338000.0,-17087000.0,,
Total Other Finance Cost,49438000.0,-15992000.0,-11728000.0,-9344000.0,6064000.0,,
Interest Expense Non Operating,47224000.0,24281000.0,26785000.0,22042000.0,12342000.0,,
Interest Income Non Operating,274000.0,1056000.0,1375000.0,1360000.0,1319000.0,,
Operating Income,219988000.0,142191000.0,125174000.0,187425000.0,179591000.0,,
Operating Expense,65208000.0,69762000.0,91466000.0,44951000.0,28453000.0,,
Other Operating Expenses,-5209000.0,-5037000.0,-6268000.0,-21124000.0,-16077000.0,,
Other Taxes,13789000.0,8165000.0,18379000.0,9842000.0,9829000.0,,
Provision For Doubtful Accounts,,,,,,,0.0
Selling General And Administration,56628000.0,74799000.0,79355000.0,56233000.0,34701000.0,,
Selling And Marketing Expense,26916000.0,46768000.0,54365000.0,27862000.0,12311000.0,,
General And Administrative Expense,29712000.0,28031000.0,24990000.0,28371000.0,22390000.0,,
Other Gand A,7699000.0,28031000.0,6293000.0,4188000.0,3999000.0,,
Salaries And Wages,22013000.0,21986000.0,18697000.0,24183000.0,18391000.0,,
Gross Profit,285196000.0,211953000.0,216640000.0,232376000.0,208044000.0,,
Cost Of Revenue,325346000.0,226503000.0,254678000.0,230007000.0,188671000.0,,
Total Revenue,610542000.0,438456000.0,471318000.0,462383000.0,396715000.0,,
Operating Revenue,610542000.0,438456000.0,471318000.0,462383000.0,396715000.0,,
