,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.0,0.21,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Net Interest Income,-1108181.0,-1109202.0,-1076515.0,-430902.0,-186914.0,
Interest Expense,1275485.0,1259849.0,1261570.0,1153466.0,1214267.0,
Interest Income,167304.0,150647.0,185055.0,722564.0,1027353.0,
Normalized Income,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Net Income From Continuing And Discontinued Operation,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Diluted Average Shares,28244225.0,23571840.0,,23378002.0,23410235.0,25393490.0
Basic Average Shares,23728095.0,23571840.0,,23378002.0,23410235.0,25393490.0
Diluted EPS,2.23,-0.03,,-0.23,-0.45,-0.87
Basic EPS,2.63,-0.03,,-0.23,-0.45,-0.87
Diluted NI Availto Com Stockholders,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Net Income Common Stockholders,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Net Income,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Net Income Including Noncontrolling Interests,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Net Income Continuous Operations,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Pretax Income,62328070.0,-806715.0,44527.0,-5452245.0,-10651183.0,
Gain On Sale Of Security,21212611.0,-33824.0,9108460.0,-13858756.0,-29612.0,
Operating Expense,2613979.0,2901014.0,3832583.0,2943124.0,3468711.0,
Other Operating Expenses,-218745.0,2796.0,33798.0,,52794.0,2100.0
Selling General And Administration,1260868.0,1230383.0,939300.0,1026763.0,1217408.0,
General And Administrative Expense,1260868.0,1230383.0,939300.0,1026763.0,1217408.0,
Total Revenue,64942049.0,2094299.0,3877110.0,-2509121.0,-7182472.0,
Operating Revenue,64942049.0,2094299.0,3877110.0,-2509121.0,-7182472.0,
