,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.21,0.21,0.21
Normalized EBITDA,-43225000.0,-58736000.0,-60354000.0,-50465000.0,-44449000.0
Net Income From Continuing Operation Net Minority Interest,-43464000.0,-56351000.0,-58549000.0,-48956000.0,-44546000.0
Reconciled Depreciation,5097000.0,4128000.0,4303000.0,4146000.0,4091000.0
EBITDA,-43225000.0,-58736000.0,-60354000.0,-50465000.0,-44449000.0
EBIT,-48322000.0,-62864000.0,-64657000.0,-54611000.0,-48540000.0
Net Interest Income,5618000.0,6513000.0,6116000.0,5737000.0,4084000.0
Interest Income,5618000.0,6513000.0,6116000.0,5737000.0,4084000.0
Normalized Income,-43464000.0,-56351000.0,-58549000.0,-48956000.0,-44546000.0
Net Income From Continuing And Discontinued Operation,-43464000.0,-56351000.0,-58549000.0,-48956000.0,-44546000.0
Total Expenses,92378000.0,81317000.0,77941000.0,67199000.0,60632000.0
Total Operating Income As Reported,-48322000.0,-62864000.0,-64657000.0,-54611000.0,-48540000.0
Diluted Average Shares,83882477.0,83560795.0,78410655.0,72779381.0,62377551.0
Basic Average Shares,83882477.0,83560795.0,78410655.0,72779381.0,62377551.0
Diluted EPS,-0.52,-0.67,-0.75,-0.67,-0.71
Basic EPS,-0.52,-0.67,-0.75,-0.67,-0.71
Diluted NI Availto Com Stockholders,-43464000.0,-56351000.0,-58549000.0,-48956000.0,-44546000.0
Net Income Common Stockholders,-43464000.0,-56351000.0,-58549000.0,-48956000.0,-44546000.0
Net Income,-43464000.0,-56351000.0,-58549000.0,-48956000.0,-44546000.0
Net Income Including Noncontrolling Interests,-43464000.0,-56351000.0,-58549000.0,-48956000.0,-44546000.0
Net Income Continuous Operations,-43464000.0,-56351000.0,-58549000.0,-48956000.0,-44546000.0
Tax Provision,760000.0,0.0,8000.0,82000.0,90000.0
Pretax Income,-42704000.0,-56351000.0,-58541000.0,-48874000.0,-44456000.0
Net Non Operating Interest Income Expense,5618000.0,6513000.0,6116000.0,5737000.0,4084000.0
Interest Income Non Operating,5618000.0,6513000.0,6116000.0,5737000.0,4084000.0
Operating Income,-48322000.0,-62864000.0,-64657000.0,-54611000.0,-48540000.0
Operating Expense,92378000.0,81317000.0,77941000.0,67199000.0,60632000.0
Research And Development,78096000.0,69663000.0,67224000.0,55481000.0,48922000.0
Selling General And Administration,14282000.0,11654000.0,10717000.0,11718000.0,11710000.0
General And Administrative Expense,14282000.0,11654000.0,10717000.0,11718000.0,11710000.0
Other Gand A,14282000.0,11654000.0,10717000.0,11718000.0,11710000.0
Total Revenue,44056000.0,18453000.0,13284000.0,12588000.0,12092000.0
Operating Revenue,44056000.0,18453000.0,13284000.0,12588000.0,12092000.0
