GradeDate,Firm,ToGrade,FromGrade,Action
2024-08-05 11:43:40,BMO Capital,Market Perform,Market Perform,main
2024-07-09 16:49:48,BMO Capital,Market Perform,Market Perform,main
2024-05-10 10:47:29,B of A Securities,Neutral,Underperform,up
2024-05-06 13:50:12,BMO Capital,Market Perform,Market Perform,main
2024-05-03 17:47:34,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-05-03 16:10:05,Evercore ISI Group,In-Line,In-Line,main
2024-05-03 12:04:35,Mizuho,Neutral,Neutral,main
2024-04-23 16:05:14,B of A Securities,Underperform,Underperform,main
2024-04-22 17:53:01,Scotiabank,Sector Perform,Sector Perform,main
2024-04-15 12:36:04,Barclays,Overweight,Overweight,main
2024-03-13 10:30:40,Barclays,Overweight,Overweight,main
2024-03-11 08:37:46,BMO Capital,Market Perform,Outperform,down
2024-03-07 13:26:24,Wells Fargo,Equal-Weight,Equal-Weight,main
2024-03-06 12:57:18,Mizuho,Neutral,Neutral,main
2024-03-04 15:28:26,Scotiabank,Sector Perform,Sector Perform,main
2024-03-04 13:18:41,Guggenheim,Buy,Buy,main
2023-12-01 19:16:14,JP Morgan,Neutral,Neutral,main
2023-11-06 19:58:43,Mizuho,Neutral,Neutral,main
2023-11-06 13:05:08,Barclays,Overweight,Equal-Weight,up
2023-10-20 14:12:28,Wells Fargo,Equal-Weight,Equal-Weight,main
2023-10-17 15:58:15,JP Morgan,Neutral,Neutral,main
2023-10-16 14:33:18,Scotiabank,Sector Perform,Sector Outperform,down
2023-10-13 14:33:34,BMO Capital,Outperform,Outperform,main
2023-09-13 12:56:31,RBC Capital,Sector Perform,Sector Perform,main
2023-09-11 14:14:41,Scotiabank,Sector Outperform,Sector Outperform,main
2023-09-08 14:56:32,JP Morgan,Neutral,Neutral,main
2023-09-06 17:42:01,Mizuho,Neutral,Neutral,main
2023-09-06 12:32:08,BMO Capital,Outperform,Outperform,main
2023-08-23 13:20:31,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-08-23 09:11:39,Barclays,Equal-Weight,,init
2023-08-17 14:28:32,JP Morgan,Neutral,Neutral,main
2023-08-07 12:31:09,BMO Capital,Outperform,Outperform,main
2023-07-21 13:56:34,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-07-11 11:33:58,BMO Capital,Outperform,Outperform,main
2023-07-11 11:08:06,Guggenheim,Buy,Buy,main
2023-07-07 16:58:02,Guggenheim,Buy,Buy,main
2023-06-23 13:23:52,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-06-09 15:37:38,JP Morgan,Neutral,Neutral,main
2023-06-05 11:40:20,Seaport Global,Buy,Neutral,up
2023-05-22 12:06:37,Morgan Stanley,Equal-Weight,Equal-Weight,main
2023-05-19 12:33:09,UBS,Neutral,Neutral,main
2023-05-16 11:00:29,B of A Securities,Underperform,Underperform,main
2023-04-20 12:26:41,Morgan Stanley,Equal-Weight,,main
2023-04-18 11:55:32,JP Morgan,Neutral,,main
2023-03-21 11:52:06,Morgan Stanley,Equal-Weight,,main
2023-03-07 12:51:23,UBS,Neutral,,main
2023-02-28 14:07:35,Guggenheim,Buy,,main
2023-02-27 12:41:53,BMO Capital,Outperform,,main
2023-02-27 11:58:25,Mizuho,Neutral,,main
2023-02-22 14:49:13,Morgan Stanley,Equal-Weight,,main
2023-02-14 12:26:41,Credit Suisse,Neutral,,main
2023-02-09 13:54:47,BMO Capital,Outperform,,main
2023-02-08 12:26:18,Mizuho,Neutral,,main
2023-02-02 12:53:11,Morgan Stanley,Equal-Weight,,main
2023-01-30 12:40:33,Wells Fargo,Equal-Weight,,main
2023-01-24 12:31:43,Credit Suisse,Neutral,,main
2023-01-23 13:40:36,Morgan Stanley,Equal-Weight,,main
2023-01-11 13:29:12,JP Morgan,Neutral,,main
2022-12-07 10:49:15,Wells Fargo,Equal-Weight,Overweight,down
2022-12-06 12:45:44,UBS,Neutral,,main
2022-11-17 14:20:30,Evercore ISI Group,In-Line,Outperform,down
2022-11-14 09:32:49,Goldman Sachs,Neutral,Sell,up
2022-11-11 13:38:00,Morgan Stanley,Equal-Weight,,main
2022-11-09 12:12:06,B of A Securities,Underperform,Buy,down
2022-11-07 14:07:28,UBS,Neutral,Buy,down
2022-11-07 13:06:02,BMO Capital,Outperform,,main
2022-11-07 11:17:32,JP Morgan,Neutral,Overweight,down
2022-11-07 11:10:58,Credit Suisse,Neutral,Outperform,down
2022-11-07 11:10:30,Wolfe Research,Peer Perform,Outperform,down
2022-10-24 15:28:18,Guggenheim,Buy,Buy,main
2022-10-21 12:56:49,Morgan Stanley,Equal-Weight,,main
2022-10-20 08:54:45,Keybanc,Sector Weight,Overweight,down
2022-10-19 13:37:51,Wells Fargo,Overweight,,main
2022-10-06 12:33:17,Seaport Global,Neutral,Buy,down
2022-10-06 10:42:00,Mizuho,Neutral,,main
2022-10-05 13:38:01,Wells Fargo,Overweight,,main
2022-10-03 14:04:23,Credit Suisse,Outperform,,init
2022-09-22 13:35:49,Morgan Stanley,Equal-Weight,,main
2022-08-23 11:51:36,Morgan Stanley,Equal-Weight,,main
2022-08-09 12:26:54,BMO Capital,Outperform,,main
2022-07-21 12:39:51,Morgan Stanley,Equal-Weight,,main
2022-07-18 12:09:45,Barclays,Equal-Weight,,main
2022-06-30 11:22:03,UBS,Buy,,main
2022-05-23 12:37:30,Morgan Stanley,Equal-Weight,,main
2022-04-20 13:23:21,Morgan Stanley,Equal-Weight,,main
2022-04-20 08:33:47,Keybanc,Overweight,,main
2022-04-07 08:33:08,Keybanc,Overweight,,main
2022-03-22 12:59:23,Morgan Stanley,Equal-Weight,,main
2022-02-18 14:22:10,Morgan Stanley,Equal-Weight,,main
2022-01-21 13:41:02,Morgan Stanley,Equal-Weight,,main
2022-01-13 10:59:03,Keybanc,Overweight,,main
2022-01-13 10:38:11,Goldman Sachs,Sell,Neutral,down
2022-01-05 12:41:20,UBS,Buy,Neutral,up
2021-12-21 12:58:54,Morgan Stanley,Equal-Weight,,main
2021-10-19 12:28:23,Mizuho,Neutral,,main
2021-10-19 08:58:09,Keybanc,Overweight,,main
2021-09-17 11:52:12,Morgan Stanley,Equal-Weight,,main
2021-07-20 08:39:43,Keybanc,Overweight,,main
2021-07-13 14:16:58,Mizuho,Neutral,,main
2021-07-06 11:09:11,Scotiabank,Sector Outperform,Sector Perform,up
2021-06-17 12:23:45,Mizuho,Neutral,,main
2021-04-21 15:42:07,Credit Suisse,Outperform,,main
2021-04-21 10:11:07,Keybanc,Overweight,,main
2021-02-10 14:41:57,Credit Suisse,Outperform,,main
2021-01-26 12:32:40,Wells Fargo,Overweight,Equal-Weight,up
2021-01-21 15:26:35,Evercore ISI Group,Outperform,In-Line,up
2021-01-12 09:50:17,KeyBanc,Overweight,Sector Weight,up
2020-12-17 11:28:29,Credit Suisse,Outperform,Neutral,up
2020-12-16 15:00:08,B of A Securities,Buy,Neutral,up
2020-12-10 11:48:19,Mizuho,Neutral,Underperform,up
2020-11-09 14:09:05,Credit Suisse,Neutral,,main
2020-11-04 14:13:46,Credit Suisse,Neutral,,main
2020-11-03 11:17:21,BMO Capital,Outperform,Market Perform,up
2020-09-29 09:20:48,JP Morgan,Overweight,Neutral,up
2020-07-13 14:29:28,Wolfe Research,Outperform,Peer Perform,up
2020-07-07 14:18:48,Scotiabank,Sector Perform,,main
2020-07-07 10:32:28,Credit Suisse,Neutral,Outperform,down
2020-07-07 10:30:27,Mizuho,Underperform,Neutral,down
2020-06-29 14:29:23,Wells Fargo,Equal-Weight,,main
2020-06-22 14:43:37,UBS,Buy,,main
2020-06-17 13:08:10,Morgan Stanley,Equal-Weight,,main
2020-06-16 16:08:38,BMO Capital,Market Perform,,main
2020-06-09 11:16:37,Seaport Global,Buy,,init
2020-05-27 14:17:10,JP Morgan,Neutral,,main
2020-05-15 12:12:47,Morgan Stanley,Equal-Weight,,main
2020-05-14 12:33:34,Credit Suisse,Outperform,,main
2020-05-08 17:49:36,UBS,Buy,,main
2020-04-20 13:12:24,Mizuho,Neutral,,main
2020-04-15 13:15:12,Morgan Stanley,Equal-Weight,,main
2020-04-03 13:27:24,JP Morgan,Neutral,,main
2020-04-02 13:09:31,Morgan Stanley,Equal-Weight,,main
2020-03-26 14:44:30,Barclays,Overweight,,main
2020-03-12 11:54:33,Morgan Stanley,Equal-Weight,,main
2020-02-20 10:32:07,BMO Capital,Market Perform,,init
2020-02-18 12:17:03,Credit Suisse,Outperform,,main
2020-02-11 17:45:20,CFRA,Buy,,main
2020-02-03 13:28:12,Citigroup,Neutral,,main
2020-01-29 13:39:22,Morgan Stanley,Equal-Weight,,main
2020-01-22 14:16:47,Morgan Stanley,Equal-Weight,,main
2020-01-14 14:13:19,Morgan Stanley,Equal-Weight,,main
2019-12-16 13:29:19,Morgan Stanley,Equal-Weight,,main
2019-11-25 12:24:18,UBS,Buy,,main
2019-11-05 12:50:33,JP Morgan,Neutral,,main
2019-11-04 13:35:27,Wells Fargo,Market Perform,,main
2019-10-17 13:03:06,Morgan Stanley,Equal-Weight,,main
2019-10-14 13:11:20,JP Morgan,Neutral,,main
2019-06-13 11:17:33,B of A Securities,Neutral,Underperform,up
2019-03-18 10:31:05,Macquarie,Neutral,Outperform,down
2019-03-12 10:31:13,Mizuho,Neutral,,init
2019-01-22 13:24:25,JP Morgan,Neutral,Overweight,down
2019-01-11 12:06:12,B of A Securities,Underperform,Neutral,down
2018-12-17 14:40:09,Wells Fargo,Market Perform,Market Perform,main
2018-11-29 11:16:04,UBS,Buy,Neutral,up
2018-11-19 14:15:30,Barclays,Overweight,Overweight,main
2018-11-02 18:01:40,B of A Securities,Neutral,Neutral,main
2018-11-02 17:26:58,JP Morgan,Overweight,Overweight,main
2018-10-09 14:37:10,JP Morgan,Overweight,Neutral,up
2018-09-19 11:45:15,Argus Research,Buy,Buy,main
2018-09-17 12:40:19,Wells Fargo,Market Perform,Market Perform,main
2018-08-02 16:16:52,B of A Securities,Neutral,Neutral,main
2018-07-23 12:25:48,JP Morgan,Neutral,Neutral,main
2018-06-07 13:14:26,JP Morgan,Neutral,Neutral,main
2018-04-10 13:44:24,JP Morgan,Neutral,Neutral,main
2018-03-28 12:05:31,UBS,Neutral,Neutral,main
2018-03-20 13:18:30,B of A Securities,Neutral,Buy,down
2018-03-16 12:14:43,JP Morgan,Neutral,Overweight,down
2018-03-16 11:59:40,UBS,Neutral,Buy,down
2018-02-07 14:05:28,B of A Securities,Buy,Buy,main
2018-02-02 13:09:46,UBS,Buy,,init
2017-12-14 12:21:19,JP Morgan,Overweight,Neutral,up
2017-12-13 18:34:31,Morgan Stanley,Equal-Weight,,main
2017-11-22 13:37:34,B of A Securities,Buy,Neutral,up
2017-10-17 16:32:58,Citigroup,Neutral,,main
2017-10-12 12:01:51,JP Morgan,Neutral,,main
2017-08-03 16:40:27,Deutsche Bank,Hold,,main
2017-07-26 15:56:44,Citigroup,Neutral,,main
2017-01-25 13:26:27,Credit Suisse,Outperform,,init
2016-10-04 13:59:42,Citigroup,Neutral,,main
2016-09-26 12:27:29,Barclays,Overweight,,main
2016-08-08 07:51:52,Morgan Stanley,Equal-Weight,Overweight,down
2016-06-16 09:40:40,JP Morgan,Neutral,Overweight,down
2016-03-18 09:52:53,Barclays,Overweight,,main
2016-02-04 16:54:58,Barclays,Overweight,,main
2016-02-02 14:36:20,Wolfe Research,Peer Perform,Outperform,down
2016-02-02 12:35:26,Citigroup,Neutral,Buy,down
2016-01-29 10:52:56,UBS,Neutral,Buy,down
2016-01-04 20:35:42,Barclays,Overweight,,main
2015-11-17 12:52:28,Scotiabank,Sector Outperform,,init
2015-11-03 19:07:37,Barclays,Overweight,,main
2015-05-05 13:00:00,Barclays,Overweight,,main
2015-04-22 13:00:00,Deutsche Bank,Hold,,main
