,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.263064,0.328729,0.257762,0.21
Normalized EBITDA,29766000.0,10222000.0,34606000.0,28119000.0,26031000.0
Net Income From Continuing Operation Net Minority Interest,5639000.0,-7023000.0,15842000.0,8630000.0,3735000.0
Reconciled Depreciation,21646000.0,21841000.0,22210000.0,21555000.0,22807000.0
Reconciled Cost Of Revenue,162884000.0,158732000.0,165118000.0,160152000.0,162437000.0
EBITDA,29766000.0,10222000.0,34606000.0,28119000.0,26031000.0
EBIT,8120000.0,-11619000.0,12396000.0,6564000.0,3224000.0
Net Interest Income,2333000.0,2089000.0,11204000.0,5063000.0,4973000.0
Normalized Income,5639000.0,-7023000.0,15842000.0,8630000.0,3735000.0
Net Income From Continuing And Discontinued Operation,5639000.0,-7023000.0,15842000.0,8630000.0,3735000.0
Total Expenses,282442000.0,281287000.0,294483000.0,275856000.0,273564000.0
Total Operating Income As Reported,8120000.0,-11619000.0,12396000.0,6564000.0,3224000.0
Diluted Average Shares,46986000.0,46596000.0,46854000.0,46427000.0,46036000.0
Basic Average Shares,46788000.0,46596000.0,46345000.0,46153000.0,45953000.0
Diluted EPS,0.12,-0.15,0.34,0.19,0.08
Basic EPS,0.12,-0.15,0.34,0.19,0.08
Diluted NI Availto Com Stockholders,5639000.0,-7023000.0,15842000.0,8630000.0,3735000.0
Net Income Common Stockholders,5639000.0,-7023000.0,15842000.0,8630000.0,3735000.0
Net Income,5639000.0,-7023000.0,15842000.0,8630000.0,3735000.0
Net Income Including Noncontrolling Interests,5639000.0,-7023000.0,15842000.0,8630000.0,3735000.0
Net Income Continuous Operations,5639000.0,-7023000.0,15842000.0,8630000.0,3735000.0
Tax Provision,4814000.0,-2507000.0,7758000.0,2997000.0,4462000.0
Pretax Income,10453000.0,-9530000.0,23600000.0,11627000.0,8197000.0
Net Non Operating Interest Income Expense,2333000.0,2089000.0,11204000.0,5063000.0,4973000.0
Total Other Finance Cost,-2333000.0,-2089000.0,-11204000.0,-5063000.0,-4973000.0
Operating Income,8120000.0,-11619000.0,12396000.0,6564000.0,3224000.0
Operating Expense,119558000.0,122555000.0,129365000.0,115704000.0,111127000.0
Research And Development,21573000.0,20526000.0,26040000.0,21214000.0,21102000.0
Selling General And Administration,97985000.0,102029000.0,103325000.0,94490000.0,90025000.0
Gross Profit,127678000.0,110936000.0,141761000.0,122268000.0,114351000.0
Cost Of Revenue,162884000.0,158732000.0,165118000.0,160152000.0,162437000.0
Total Revenue,290562000.0,269668000.0,306879000.0,282420000.0,276788000.0
Operating Revenue,290562000.0,269668000.0,306879000.0,282420000.0,276788000.0
