quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2025-06-30,0.3287,0.39,-0.06,-0.15720001
2025-03-31,0.33,0.39,-0.06,-0.1538
2024-12-31,0.32,0.36,-0.04,-0.111099996
2024-09-30,0.28925,0.28667,0.0,0.009
