quarter,epsActual,epsEstimate,epsDifference,surprisePercent
2013-01-31,0.364,0.42,-0.06,-0.1333
2012-10-31,0.886,0.77,0.12,0.1506
2012-07-31,0.8288,0.88,-0.05,-0.0582
2012-04-30,0.2569,0.3,-0.04,-0.1437
