,2024-10-31,2024-07-31,2024-04-30,2024-01-31,2023-10-31,2023-07-31
Tax Effect Of Unusual Items,14948856.09,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,
Normalized EBITDA,-63836663.0,6254719.0,6010608.0,2438188.0,4664092.0,
Total Unusual Items,71185029.0,,,,0.0,
Total Unusual Items Excluding Goodwill,71185029.0,,,,0.0,
Net Income From Continuing Operation Net Minority Interest,78325525.0,5397894.0,3483785.0,4690791.0,4086066.0,
EBITDA,7348366.0,6254719.0,6010608.0,2438188.0,4664092.0,
EBIT,7348366.0,6254719.0,6010608.0,2438188.0,4664092.0,
Net Interest Income,468445.0,235190.0,239964.0,241246.0,231974.0,
Interest Income,468445.0,235190.0,239964.0,241246.0,231974.0,
Normalized Income,22089352.09,5397894.0,3483785.0,4690791.0,4086066.0,
Net Income From Continuing And Discontinued Operation,78325525.0,5397894.0,3483785.0,4690791.0,4086066.0,
Diluted Average Shares,13120010.0,13120010.0,13120010.0,,13120010.0,13120010.0
Basic Average Shares,13120010.0,13120010.0,13120010.0,,13120010.0,13120010.0
Diluted EPS,5.9699,0.4114,0.2655,,0.3114,0.6999
Basic EPS,5.9699,0.4114,0.2655,,0.3114,0.6999
Diluted NI Availto Com Stockholders,78325525.0,5397894.0,3483785.0,4690791.0,4086066.0,
Net Income Common Stockholders,78325525.0,5397894.0,3483785.0,4690791.0,4086066.0,
Net Income,78325525.0,5397894.0,3483785.0,4690791.0,4086066.0,
Net Income Including Noncontrolling Interests,78325525.0,5397894.0,3483785.0,4690791.0,4086066.0,
Net Income Continuous Operations,78325525.0,5397894.0,3483785.0,4690791.0,4086066.0,
Pretax Income,78325525.0,5397894.0,3483785.0,4690791.0,4086066.0,
Other Income Expense,70508714.0,-1092015.0,-2766787.0,2011357.0,-810000.0,
Other Non Operating Income Expenses,-676315.0,-1092015.0,-2766787.0,2011357.0,-810000.0,
Special Income Charges,71185029.0,,,,0.0,
Other Special Charges,-71185029.0,,,,,
Net Non Operating Interest Income Expense,468445.0,235190.0,239964.0,241246.0,231974.0,
Interest Income Non Operating,468445.0,235190.0,239964.0,241246.0,231974.0,
Operating Income,7348366.0,6254719.0,6010608.0,2438188.0,4664092.0,
Total Revenue,7348366.0,6254719.0,6010608.0,5986623.0,4664092.0,
Operating Revenue,7348366.0,6254719.0,6010608.0,5986623.0,4664092.0,
