Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2024-02-06 06:00:00-05:00,1.51,2.02,0.336
2023-11-21 06:00:00-05:00,1.87,1.96,0.0478
2023-08-08 06:00:00-04:00,1.81,1.82,0.0045000000000000005
2023-05-09 06:00:00-04:00,1.75,1.81,0.0366
2023-02-07 06:00:00-05:00,1.59,1.67,0.049
2022-11-21 06:00:00-05:00,1.77,1.8,0.015300000000000001
2022-08-01 06:00:00-04:00,1.81,1.86,0.027700000000000002
2022-05-03 06:00:00-04:00,1.68,1.72,0.023
2022-02-08 06:00:00-05:00,1.58,1.56,-0.0102
2021-11-23 06:00:00-05:00,1.57,1.58,0.0039000000000000003
2021-08-03 06:00:00-04:00,1.53,1.64,0.0728
2021-05-10 06:00:00-04:00,1.38,1.66,0.2054
